transaction_id,ts,customer_id,branch,channel,category,quantity,unit_price,amount,payment_method,gio,score
T0019228,2025-04-10 01:32:21,C00008,Hải Phòng,Online,Điện tử,1.0,8874276.709249383,8874277.0,VI_DIEN_TU,1,-0.6519284524859338
T0013074,2025-03-09 20:51:31,C00048,TP HCM,Online,Điện tử,5.0,1124000.0,5620000.0,THE,20,-0.6518757246694349
T0009070,2025-02-17 04:37:42,C01835,Hà Nội,Cửa hàng,Điện tử,5.0,1037000.0,5185000.0,VI_DIEN_TU,4,-0.6518507342494285
T0034596,2025-06-30 02:34:42,C00008,Hà Nội,Online,Thực phẩm,5.0,189000.0,945000.0,VI_DIEN_TU,2,-0.6518361662164331
T0003304,2025-01-18 01:26:45,C01413,TP HCM,Cửa hàng,Mỹ phẩm,1.0,8266538.550742323,8266538.550742323,VI_DIEN_TU,1,-0.651815885661771
T0017020,2025-03-30 11:53:35,C00648,TP HCM,Online,Thực phẩm,5.0,156000.0,663000.0,VI_DIEN_TU,11,-0.6517767316956615
T0004809,2025-01-26 04:39:36,C00024,Hà Nội,Online,Thực phẩm,5.0,164000.0,820000.0,VI_DIEN_TU,4,-0.6517760170733353
T0012436,2025-03-06 03:40:46,C00006,Đà Nẵng,Cửa hàng,Gia dụng,1.0,11923562.879054915,11923562.879054915,VI_DIEN_TU,3,-0.6517754177280811
T0026606,2025-05-19 03:41:13,C00226,Hải Phòng,Online,Thực phẩm,5.0,158000.0,671500.0,VI_DIEN_TU,3,-0.6517676854583527
T0052132,2025-09-29 04:28:17,C01538,TP HCM,Online,Sách,5.0,129000.0,645000.0,VI_DIEN_TU,4,-0.6517543404477708
T0032687,2025-06-20 02:03:02,C07514,TP HCM,Cửa hàng,Thời trang,1.0,10463956.076415854,10463956.0,VI_DIEN_TU,2,-0.6517398896279284
T0038670,2025-07-21 02:10:40,C00903,TP HCM,Cửa hàng,Điện tử,5.0,937000.0,4685000.0,VI_DIEN_TU,2,-0.651708678895231
T0009771,2025-02-20 01:15:17,C07017,Hải Phòng,Cửa hàng,Gia dụng,1.0,9167367.04155303,9167367.0,VI_DIEN_TU,1,-0.6516925146378324
T0029150,2025-06-01 13:04:19,C00274,Hà Nội,Cửa hàng,Điện tử,5.0,1025000.0,5125000.0,VI_DIEN_TU,13,-0.6516844885601277
T0004301,2025-01-23 03:55:12,C02621,Đà Nẵng,Cửa hàng,Điện tử,1.0,11670123.351656895,11670123.0,VI_DIEN_TU,3,-0.6515549638551343
T0005138,2025-01-27 23:05:17,C03926,Hải Phòng,Cửa hàng,Điện tử,5.0,1097000.0,5485000.0,TIEN_MAT,23,-0.6515216895753686
T0011558,2025-03-02 02:12:39,C02847,Hải Phòng,Cửa hàng,Điện tử,5.0,943000.0,4715000.0,VI_DIEN_TU,2,-0.6514740967719718
T0027757,2025-05-24 03:19:19,C00566,TP HCM,Cửa hàng,Thời trang,1.0,9473078.274485013,9473078.0,VI_DIEN_TU,3,-0.6514436509122629
T0046183,2025-08-29 02:47:36,C04384,Cần Thơ,Online,Điện tử,1.0,10099972.05465364,10099972.0,VI_DIEN_TU,2,-0.65144203177915
T0048607,2025-09-10 02:34:13,C01273,Hà Nội,Cửa hàng,Thời trang,1.0,10383350.541161483,10383351.0,VI_DIEN_TU,2,-0.6514124695879592
T0042202,2025-08-08 04:24:29,C03033,Đà Nẵng,Online,Điện tử,1.0,12237753.868043529,12237754.0,VI_DIEN_TU,4,-0.6513643733527525
T0055435,2025-10-16 02:14:36,C06321,TP HCM,Online,Gia dụng,1.0,11892901.09437735,11892901.0,VI_DIEN_TU,2,-0.6512498503091366
T0058803,2025-11-03 00:10:14,C00621,Hà Nội,Cửa hàng,Thời trang,5.0,639000.0,2875500.0,VI_DIEN_TU,0,-0.6511682771567491
TDUP0269,2025-03-07 04:03:34,C00388,Hải Phòng,Online,Gia dụng,1.0,12503851.884361207,12503852.0,VI_DIEN_TU,4,-0.6511440585097877
T0000705,2025-01-04 23:40:44,C06826,TP HCM,Online,Điện tử,5.0,1128000.0,5640000.0,TIEN_MAT,23,-0.6511433766563118
T0023433,2025-05-02 02:43:28,C06432,Đà Nẵng,Cửa hàng,Gia dụng,1.0,10243675.914632509,10243676.0,VI_DIEN_TU,2,-0.6510787877185874
T0011040,2025-02-27 02:23:32,C06205,Hà Nội,Online,Điện tử,1.0,11471914.446059234,11471914.446059234,VI_DIEN_TU,2,-0.6510295742019814
T0004203,2025-01-23 02:34:47,C01923,Cần Thơ,Online,Gia dụng,1.0,11081782.14005464,11081782.14005464,VI_DIEN_TU,2,-0.6510295742019814
T0041963,2025-08-07 02:32:21,C00357,TP HCM,Online,Thời trang,1.0,11042769.297230069,11042769.0,VI_DIEN_TU,2,-0.6510295742019814
T0050876,2025-09-22 17:32:44,C00963,TP HCM,Cửa hàng,Gia dụng,5.0,894000.0,4470000.0,VI_DIEN_TU,17,-0.6509972366774935
T0019432,2025-04-11 20:25:53,C00002,Hà Nội,Online,Điện tử,5.0,1160000.0,5800000.0,VI_DIEN_TU,20,-0.650925322510426
T0056306,2025-10-21 01:48:58,C03403,Đà Nẵng,Online,Điện tử,5.0,972000.0,4860000.0,VI_DIEN_TU,1,-0.6509069418507903
T0000918,2025-01-06 02:23:19,C06167,TP HCM,Online,Thực phẩm,5.0,186000.0,930000.0,VI_DIEN_TU,2,-0.6508633810720982
T0057590,2025-10-27 18:18:08,C01990,TP HCM,Online,Điện tử,5.0,1254000.0,6270000.0,THE,18,-0.6508165663647464
TDUP0261,2025-08-16 05:13:31,C04921,Hà Nội,Cửa hàng,Điện tử,5.0,1247000.0,6235000.0,VI_DIEN_TU,5,-0.6507804105774391
T0035354,2025-07-04 00:41:13,C04893,TP HCM,Online,Thời trang,5.0,715000.0,3396250.0,VI_DIEN_TU,0,-0.6507596751083602
T0000008,2025-01-01 03:22:34,C05726,Hải Phòng,Online,Thời trang,1.0,11563302.92999948,11563302.92999948,VI_DIEN_TU,3,-0.6506452931507622
T0033754,2025-06-25 03:52:10,C00491,TP HCM,Online,Điện tử,1.0,11876528.09251256,11876528.0,VI_DIEN_TU,3,-0.6506452931507622
T0041850,2025-08-06 03:54:26,C01740,Cần Thơ,Online,Điện tử,1.0,11260157.41444035,11260157.0,VI_DIEN_TU,3,-0.6506452931507622
T0024861,2025-05-10 04:33:05,C07504,Hà Nội,Cửa hàng,Thời trang,1.0,9933516.779464431,9933517.0,VI_DIEN_TU,4,-0.6505953798700329
T0011333,2025-02-28 04:57:16,C01754,Hải Phòng,Online,Gia dụng,1.0,10806550.316461658,10806550.0,VI_DIEN_TU,4,-0.6505481191683166
T0003874,2025-01-21 11:26:39,C00045,Hà Nội,Online,Điện tử,5.0,1232000.0,6160000.0,VI_DIEN_TU,11,-0.6505265122571109
T0041286,2025-08-03 20:50:17,C02353,Đà Nẵng,Online,Mỹ phẩm,5.0,503000.0,2515000.0,VI_DIEN_TU,20,-0.6504974367694052
T0021108,2025-04-20 10:36:19,C03748,Hà Nội,Online,Gia dụng,5.0,890000.0,4227500.0,VI_DIEN_TU,10,-0.6504803405848594
T0023082,2025-04-30 04:15:03,C07327,Hà Nội,Online,Thời trang,1.0,12760300.810927393,12760300.810927393,VI_DIEN_TU,4,-0.6504567997997796
T0040506,2025-07-30 04:08:51,C03811,Hà Nội,Online,Thời trang,1.0,12611447.1899002,12611447.0,VI_DIEN_TU,4,-0.6504567997997796
T0043747,2025-08-16 22:31:22,C03496,TP HCM,Online,Thực phẩm,5.0,179000.0,895000.0,VI_DIEN_TU,22,-0.650399597019187
T0004227,2025-01-23 02:47:08,C04631,Hà Nội,Online,Thời trang,1.0,10179386.00728272,10179386.0,VI_DIEN_TU,2,-0.6503691928115035
T0012622,2025-03-07 03:32:42,C00218,Cần Thơ,Cửa hàng,Mỹ phẩm,1.0,10169523.560118023,10169523.560118023,VI_DIEN_TU,3,-0.6500979181970032
T0048019,2025-09-07 23:02:55,C04801,Hải Phòng,Online,Gia dụng,4.0,944000.0,3776000.0,VI_DIEN_TU,23,-0.6500764949052598
T0048231,2025-09-09 00:40:33,C00028,Đà Nẵng,Online,Thời trang,5.0,642000.0,3049500.0,VI_DIEN_TU,0,-0.6500545139865467
T0004172,2025-01-22 23:38:45,C03492,Hà Nội,Online,Sách,5.0,157000.0,785000.0,VI_DIEN_TU,23,-0.6499721736855042
T0056680,2025-10-23 02:02:55,C05631,TP HCM,Cửa hàng,Điện tử,1.0,10361205.279039197,10361205.0,VI_DIEN_TU,2,-0.6499682701709565
T0045332,2025-08-25 04:11:10,C00050,Hà Nội,Cửa hàng,Điện tử,5.0,982000.0,4910000.0,VI_DIEN_TU,4,-0.6499017163817817
T0038079,2025-07-17 23:49:01,C00314,Đà Nẵng,Cửa hàng,Sách,5.0,135000.0,675000.0,VI_DIEN_TU,23,-0.6498109247202198
T0035549,2025-07-05 03:24:20,C00521,TP HCM,Cửa hàng,Gia dụng,1.0,9171128.007710248,9171128.0,VI_DIEN_TU,3,-0.6496830030104508
T0010420,2025-02-24 03:56:59,C07726,Hà Nội,Cửa hàng,Điện tử,5.0,1082000.0,4598500.0,VI_DIEN_TU,3,-0.649649293579174
T0058985,2025-11-03 04:35:50,C00005,Hà Nội,Cửa hàng,Mỹ phẩm,1.0,7674819.671146264,7674820.0,VI_DIEN_TU,4,-0.6496477517851095
T0008722,2025-02-15 08:24:08,C00080,Đà Nẵng,Online,Điện tử,5.0,1068000.0,5340000.0,VI_DIEN_TU,8,-0.6495985420172689
T0004466,2025-01-24 02:03:49,C01003,TP HCM,Online,Gia dụng,1.0,9773346.0625974,9773346.0,VI_DIEN_TU,2,-0.6494616426564341
T0037859,2025-07-16 04:15:53,C05081,Hà Nội,Cửa hàng,Điện tử,1.0,10149315.75189477,10149316.0,VI_DIEN_TU,4,-0.6494520541877857
T0034751,2025-06-30 22:08:25,C06509,TP HCM,Online,Điện tử,5.0,999000.0,4745250.0,CHUYEN_KHOAN,22,-0.6492895847351043
T0032064,2025-06-16 20:32:05,C04278,TP HCM,Cửa hàng,Gia dụng,5.0,797000.0,3985000.0,VI_DIEN_TU,20,-0.6492157681480449
T0007621,2025-02-09 01:36:12,C00782,Hà Nội,Cửa hàng,Mỹ phẩm,1.0,6997570.335530104,6997570.335530104,VI_DIEN_TU,1,-0.6491907741607296
T0054704,2025-10-12 17:08:48,C01362,Hà Nội,Online,Thực phẩm,5.0,176000.0,792000.0,VI_DIEN_TU,17,-0.6491374140546852
T0031892,2025-06-15 22:18:31,C00438,Hà Nội,Cửa hàng,Điện tử,4.0,1224000.0,4896000.0,VI_DIEN_TU,22,-0.6490379950060099
T0050067,2025-09-18 04:02:02,C00226,Đà Nẵng,Online,Gia dụng,1.0,10567225.05232087,10567225.0,VI_DIEN_TU,4,-0.6487724270027224
T0045297,2025-08-24 23:20:24,C05869,Hà Nội,Online,Sách,5.0,146000.0,730000.0,TIEN_MAT,23,-0.6487196504840859
T0037364,2025-07-14 09:01:45,C01712,Hà Nội,Cửa hàng,Điện tử,5.0,978000.0,4890000.0,VI_DIEN_TU,9,-0.6487050036387257
T0011253,2025-02-28 10:57:49,C00512,Hà Nội,Online,Điện tử,5.0,1211000.0,5449500.0,VI_DIEN_TU,10,-0.6486700884213282
T0012948,2025-03-09 06:24:26,C03200,TP HCM,Online,Thực phẩm,5.0,175000.0,875000.0,VI_DIEN_TU,6,-0.6485345988597093
T0008008,2025-02-11 03:45:12,C07701,Cần Thơ,Online,Mỹ phẩm,1.0,8885787.403323838,8885787.0,VI_DIEN_TU,3,-0.6484780265171247
T0036152,2025-07-08 01:58:23,C03366,Hà Nội,Online,Mỹ phẩm,1.0,6745326.079494588,6745326.0,VI_DIEN_TU,1,-0.6484054347723179
T0035598,2025-07-05 04:49:21,C04210,Hà Nội,Cửa hàng,Thời trang,1.0,9174275.859158406,9174276.0,VI_DIEN_TU,4,-0.6483981788025603
T0030458,2025-06-08 03:44:21,C00204,Hải Phòng,Cửa hàng,Mỹ phẩm,1.0,7601125.590387277,7601125.590387277,VI_DIEN_TU,3,-0.648334192084907
T0053211,2025-10-04 03:54:32,C03269,Đà Nẵng,Cửa hàng,Thời trang,1.0,8812777.074539728,8812777.0,VI_DIEN_TU,3,-0.6483201531812836
T0032456,2025-06-18 02:58:47,C02313,TP HCM,Cửa hàng,Điện tử,1.0,9648311.31059256,9648311.0,VI_DIEN_TU,2,-0.6483089702192505
T0016206,2025-03-26 04:32:03,C05477,TP HCM,Online,Điện tử,1.0,10078766.985387864,10078767.0,VI_DIEN_TU,4,-0.6481051176349292
T0049248,2025-09-14 06:51:45,C00055,Hải Phòng,Online,Thực phẩm,5.0,176000.0,836000.0,VI_DIEN_TU,6,-0.6480959576313294
T0026144,2025-05-16 18:12:13,C03965,Cần Thơ,Online,Điện tử,5.0,1160000.0,5800000.0,VI_DIEN_TU,18,-0.6479916569831669
T0035069,2025-07-02 01:48:35,C01197,Hải Phòng,Cửa hàng,Gia dụng,1.0,7892043.08824008,7892043.08824008,VI_DIEN_TU,1,-0.6478916555932932
T0058756,2025-11-02 17:41:43,C01002,TP HCM,Online,Điện tử,4.0,1253000.0,5012000.0,VI_DIEN_TU,17,-0.64789148351372
T0034424,2025-06-29 06:35:52,C01987,Hải Phòng,Online,Thực phẩm,5.0,184000.0,874000.0,VI_DIEN_TU,6,-0.6478767482840377
T0002046,2025-01-11 22:44:33,C07080,Hà Nội,Online,Thực phẩm,5.0,199000.0,995000.0,VI_DIEN_TU,22,-0.6477774772484265
T0000172,2025-01-02 01:24:20,C02301,Đà Nẵng,Online,Mỹ phẩm,1.0,7677313.092841931,7677313.092841931,VI_DIEN_TU,1,-0.6477515746943766
T0022722,2025-04-28 22:01:50,C03326,Hà Nội,Online,Gia dụng,5.0,956000.0,4780000.0,TIEN_MAT,22,-0.6477486666241988
T0004679,2025-01-25 13:13:54,C01012,TP HCM,Cửa hàng,Điện tử,5.0,1202000.0,6010000.0,VI_DIEN_TU,13,-0.6477018909289584
T0029044,2025-05-31 23:37:08,C01397,TP HCM,Online,Mỹ phẩm,5.0,508000.0,2540000.0,VI_DIEN_TU,23,-0.6476271991832868
T0031947,2025-06-16 04:30:19,C01512,Hà Nội,Online,Sách,5.0,154000.0,654500.0,VI_DIEN_TU,4,-0.6475459785396288
T0050912,2025-09-22 21:38:48,C00144,TP HCM,Cửa hàng,Sách,5.0,162000.0,688500.0,VI_DIEN_TU,21,-0.6475294007253859
T0002478,2025-01-14 04:07:30,C03772,Hà Nội,Cửa hàng,Gia dụng,1.0,9428134.008405196,9428134.008405196,VI_DIEN_TU,4,-0.6474291507059838
T0012100,2025-03-04 23:31:48,C01235,Đà Nẵng,Online,Điện tử,5.0,1096000.0,5480000.0,TIEN_MAT,23,-0.6473532709440923
T0021013,2025-04-19 23:03:22,C04470,Đà Nẵng,Cửa hàng,Gia dụng,5.0,736000.0,3496000.0,VI_DIEN_TU,23,-0.6473048199661594
T0015757,2025-03-23 19:48:56,C00210,Hải Phòng,Cửa hàng,Sách,5.0,163000.0,733500.0,VI_DIEN_TU,19,-0.6472332301558431
T0003404,2025-01-19 01:15:13,C02082,TP HCM,Cửa hàng,Thời trang,1.0,6503376.256361704,6503376.0,VI_DIEN_TU,1,-0.6472172288796487
T0012615,2025-03-07 12:50:28,C01513,Hà Nội,Online,Điện tử,5.0,1100000.0,5500000.0,VI_DIEN_TU,12,-0.647134082081466
T0006503,2025-02-03 22:11:59,C01883,Đà Nẵng,Cửa hàng,Điện tử,4.0,1093000.0,4372000.0,VI_DIEN_TU,22,-0.6470963242082928
T0015400,2025-03-21 23:12:12,C00085,Hà Nội,Cửa hàng,Thực phẩm,5.0,196000.0,980000.0,VI_DIEN_TU,23,-0.6470637766756472
T0057438,2025-10-26 23:54:55,C01874,TP HCM,Cửa hàng,Điện tử,4.0,1070000.0,4066000.0,VI_DIEN_TU,23,-0.6470395741361824
T0055849,2025-10-18 18:12:33,C00379,Hà Nội,Online,Điện tử,5.0,970000.0,4607500.0,VI_DIEN_TU,18,-0.6470044994296082
T0029790,2025-06-04 23:28:50,C00283,TP HCM,Online,Thực phẩm,5.0,175000.0,743750.0,VI_DIEN_TU,23,-0.6469314385576114
T0007617,2025-02-09 15:38:55,C00136,Hà Nội,Cửa hàng,Gia dụng,5.0,905000.0,4525000.0,VI_DIEN_TU,15,-0.6468721755591645
T0002513,2025-01-14 01:09:55,C02962,Hà Nội,Online,Gia dụng,1.0,6268694.2574002985,6268694.0,VI_DIEN_TU,1,-0.646871793506961
T0006713,2025-02-04 02:53:34,C03182,Đà Nẵng,Cửa hàng,Gia dụng,1.0,8894736.708676958,8894737.0,VI_DIEN_TU,2,-0.6468486613171217
T0000889,2025-01-05 23:02:20,C00464,TP HCM,Online,Sách,4.0,157000.0,628000.0,VI_DIEN_TU,23,-0.6467597784744913
T0020844,2025-04-19 01:05:12,C00223,Hải Phòng,Online,Thực phẩm,5.0,186000.0,790500.0,VI_DIEN_TU,1,-0.6467405442996154
T0007991,2025-02-11 04:09:46,C00094,TP HCM,Online,Mỹ phẩm,1.0,8018404.533160919,8018405.0,VI_DIEN_TU,4,-0.6466608217196534
T0037881,2025-07-16 23:32:58,C03823,TP HCM,Cửa hàng,Sách,5.0,156000.0,663000.0,VI_DIEN_TU,23,-0.6465859666328969
T0021214,2025-04-21 00:02:54,C06989,Hải Phòng,Online,Thời trang,5.0,688000.0,3440000.0,TIEN_MAT,0,-0.646503339140466
T0024765,2025-05-09 14:00:19,C04167,Hà Nội,Cửa hàng,Điện tử,5.0,1259000.0,6295000.0,VI_DIEN_TU,14,-0.6464838546813432
T0014555,2025-03-17 14:23:04,C00001,Đà Nẵng,Cửa hàng,Gia dụng,5.0,906000.0,4530000.0,VI_DIEN_TU,14,-0.64626611997073
T0046832,2025-09-01 01:43:46,C00006,Hà Nội,Cửa hàng,Mỹ phẩm,1.0,5392100.644301346,5392101.0,VI_DIEN_TU,1,-0.6462349127248721
T0026459,2025-05-18 02:35:39,C00029,Đà Nẵng,Cửa hàng,Gia dụng,1.0,7143336.396507832,7143336.0,VI_DIEN_TU,2,-0.6461421993194184
T0034690,2025-06-30 14:20:41,C00026,Hà Nội,Online,Mỹ phẩm,5.0,463000.0,2315000.0,VI_DIEN_TU,14,-0.6460698392390914
T0012810,2025-03-08 02:29:56,C07101,TP HCM,Cửa hàng,Mỹ phẩm,1.0,8093758.782786497,8093759.0,VI_DIEN_TU,2,-0.6459863435736282
T0032329,2025-06-18 03:57:24,C01789,Đà Nẵng,Cửa hàng,Thời trang,1.0,9127553.919909356,9127554.0,VI_DIEN_TU,3,-0.6459462676384723
T0050082,2025-09-18 03:16:08,C03761,Hà Nội,Cửa hàng,Thời trang,1.0,9229182.005047897,9229182.0,VI_DIEN_TU,3,-0.6458237239508933
T0017508,2025-04-01 23:10:53,C05869,Hải Phòng,Cửa hàng,Thực phẩm,5.0,194000.0,921500.0,VI_DIEN_TU,23,-0.6457374303594411
T0035931,2025-07-06 23:57:34,C00007,Hà Nội,Online,Thời trang,5.0,667000.0,3335000.0,TIEN_MAT,23,-0.6457012846560234
T0047438,2025-09-04 23:53:33,C00282,TP HCM,Online,Thời trang,5.0,843000.0,4215000.0,VI_DIEN_TU,23,-0.6456318240264393
T0052489,2025-10-01 00:13:41,C00349,Cần Thơ,Online,Thời trang,5.0,661000.0,3139750.0,VI_DIEN_TU,0,-0.6455895361228621
T0031906,2025-06-15 23:50:11,C01033,Hải Phòng,Online,Thực phẩm,5.0,184000.0,920000.0,CHUYEN_KHOAN,23,-0.6455672541731293
T0051144,2025-09-24 00:06:27,C01608,Cần Thơ,Cửa hàng,Gia dụng,5.0,925000.0,4625000.0,VI_DIEN_TU,0,-0.6455269139143436
T0034742,2025-06-30 20:47:20,C00810,Đà Nẵng,Cửa hàng,Điện tử,4.0,1227000.0,4908000.0,VI_DIEN_TU,20,-0.6455198568224139
T0001980,2025-01-11 04:46:06,C01182,Đà Nẵng,Cửa hàng,Gia dụng,1.0,8138150.945119946,8138150.945119946,VI_DIEN_TU,4,-0.6454623303232793
T0002940,2025-01-16 04:17:03,C01935,TP HCM,Cửa hàng,Thời trang,1.0,9673226.895080358,9673227.0,VI_DIEN_TU,4,-0.6454193050182204
T0039223,2025-07-24 00:02:59,C05291,Hải Phòng,Online,Thực phẩm,5.0,193000.0,916750.0,VI_DIEN_TU,0,-0.6453622296127592
T0058799,2025-11-02 23:54:25,C01832,Hà Nội,Online,Gia dụng,5.0,765000.0,3633750.0,TIEN_MAT,23,-0.6453387775170253
T0046181,2025-08-29 02:21:19,C00328,Hà Nội,Online,Gia dụng,1.0,8897917.150696237,8897917.150696237,VI_DIEN_TU,2,-0.6453005696102497
T0019949,2025-04-14 10:49:18,C02193,Cần Thơ,Online,Điện tử,5.0,1183000.0,5915000.0,TIEN_MAT,10,-0.645298208975924
T0000818,2025-01-05 14:19:38,C00094,TP HCM,Online,Gia dụng,5.0,801000.0,4005000.0,VI_DIEN_TU,14,-0.6452928317215112
T0052214,2025-09-29 14:30:13,C00208,Hải Phòng,Online,Mỹ phẩm,5.0,437000.0,2185000.0,VI_DIEN_TU,14,-0.6452216662975908
T0037740,2025-07-16 04:02:32,C03943,TP HCM,Online,Điện tử,1.0,9330688.203674106,9330688.0,VI_DIEN_TU,4,-0.645215862471938
T0040008,2025-07-28 02:44:00,C00026,Hải Phòng,Online,Gia dụng,5.0,921000.0,4605000.0,THE,2,-0.6451778184163066
T0015826,2025-03-24 04:24:59,C01206,Hà Nội,Online,Điện tử,5.0,1064000.0,4788000.0,TIEN_MAT,4,-0.6451701009817107
T0001132,2025-01-07 05:13:46,C00004,TP HCM,Cửa hàng,Điện tử,5.0,1242000.0,6210000.0,VI_DIEN_TU,5,-0.6451661358136129
T0049982,2025-09-18 02:28:06,C01560,TP HCM,Online,Thời trang,1.0,9193133.90157515,9193133.90157515,VI_DIEN_TU,2,-0.645110199928807
T0023489,2025-05-02 02:18:32,C00283,Hải Phòng,Online,Thời trang,1.0,8177330.980218376,8177330.980218376,VI_DIEN_TU,2,-0.6450823057636611
T0043793,2025-08-17 05:03:20,C00349,TP HCM,Cửa hàng,Thực phẩm,5.0,158000.0,671500.0,VI_DIEN_TU,5,-0.6450630431326748
T0051735,2025-09-27 02:51:47,C02262,Hải Phòng,Online,Gia dụng,1.0,7438703.955694515,7438704.0,VI_DIEN_TU,2,-0.6450248031048893
T0001086,2025-01-06 23:31:52,C00676,Cần Thơ,Online,Thực phẩm,5.0,154000.0,654500.0,THE,23,-0.6446977531245993
T0033317,2025-06-23 09:01:47,C01059,Cần Thơ,Online,Điện tử,4.0,1257000.0,4525200.0,VI_DIEN_TU,9,-0.644640395548746
T0040963,2025-08-02 03:24:25,C00351,Hà Nội,Online,Sách,5.0,129000.0,548250.0,VI_DIEN_TU,3,-0.6446117823454186
T0044120,2025-08-18 20:37:51,C00951,Hà Nội,Cửa hàng,Mỹ phẩm,5.0,449000.0,2245000.0,VI_DIEN_TU,20,-0.644604468695077
T0003399,2025-01-18 23:56:18,C03042,TP HCM,Online,Điện tử,4.0,1237000.0,4205800.0,VI_DIEN_TU,23,-0.6445911897564038
T0030161,2025-06-06 23:02:23,C07899,Đà Nẵng,Online,Mỹ phẩm,5.0,469000.0,2227750.0,VI_DIEN_TU,23,-0.6445695265854959
T0058004,2025-10-29 19:48:55,C04213,Hà Nội,Online,Điện tử,5.0,1183000.0,5619250.0,VI_DIEN_TU,19,-0.6445659278323334
T0039963,2025-07-27 20:55:07,C07238,Hà Nội,Cửa hàng,Điện tử,5.0,1234000.0,5553000.0,THE,20,-0.644471824268652
T0016542,2025-03-27 23:53:41,C00553,Hải Phòng,Online,Thực phẩm,5.0,179000.0,895000.0,VI_DIEN_TU,23,-0.6444259570212837
T0008850,2025-02-16 00:19:53,C00056,Cần Thơ,Online,Thời trang,5.0,843000.0,4215000.0,THE,0,-0.6444233573800944
T0017085,2025-03-30 19:30:05,C00082,Hà Nội,Cửa hàng,Sách,5.0,170000.0,722500.0,VI_DIEN_TU,19,-0.6443415135232861
T0000616,2025-01-04 12:25:33,C00599,TP HCM,Cửa hàng,Điện tử,5.0,1125000.0,5625000.0,VI_DIEN_TU,12,-0.6443024500594552
T0057622,2025-10-27 22:05:06,C07714,Đà Nẵng,Cửa hàng,Điện tử,5.0,1148000.0,5740000.0,THE,22,-0.6442781902434224
T0023727,2025-05-04 05:26:29,C03360,TP HCM,Cửa hàng,Gia dụng,5.0,895000.0,4251250.0,VI_DIEN_TU,5,-0.6442659727965879
T0059329,2025-11-05 18:44:49,C00053,TP HCM,Online,Điện tử,5.0,1181000.0,5609750.0,VI_DIEN_TU,18,-0.6441674534380291
T0058226,2025-10-30 23:06:10,C07627,Hà Nội,Online,Điện tử,5.0,1212000.0,6060000.0,CHUYEN_KHOAN,23,-0.6441467664279239
T0013582,2025-03-12 10:18:10,C03919,TP HCM,Online,Điện tử,5.0,1206000.0,6030000.0,VI_DIEN_TU,10,-0.6441235189090821
T0025488,2025-05-13 09:21:04,C00247,Hà Nội,Cửa hàng,Điện tử,5.0,1181000.0,5905000.0,VI_DIEN_TU,9,-0.6441070517824099
T0009720,2025-02-20 12:12:35,C01535,Hà Nội,Online,Điện tử,5.0,1151000.0,5755000.0,VI_DIEN_TU,12,-0.6441062184907806
T0029878,2025-06-05 02:59:52,C00087,Hà Nội,Online,Thời trang,1.0,8896849.241480155,8896849.0,VI_DIEN_TU,2,-0.6440199404246109
T0047019,2025-09-02 02:11:32,C01761,TP HCM,Cửa hàng,Gia dụng,1.0,8086653.483646796,8086653.0,VI_DIEN_TU,2,-0.6440101892348048
T0006507,2025-02-03 22:44:22,C00580,TP HCM,Cửa hàng,Điện tử,5.0,1109000.0,5545000.0,TIEN_MAT,22,-0.6439890246275215
T0013908,2025-03-14 03:13:50,C00258,Đà Nẵng,Cửa hàng,Thời trang,1.0,8514643.245575631,8514643.0,VI_DIEN_TU,3,-0.6439691276432472
T0037496,2025-07-15 01:23:33,C00054,TP HCM,Online,Thời trang,5.0,789000.0,3945000.0,VI_DIEN_TU,1,-0.6439482650483473
T0014430,2025-03-16 22:06:41,C00830,Đà Nẵng,Online,Điện tử,4.0,939000.0,3568200.0,VI_DIEN_TU,22,-0.6439479063193371
T0023770,2025-05-04 11:11:37,C00064,TP HCM,Cửa hàng,Sách,5.0,146000.0,730000.0,VI_DIEN_TU,11,-0.6439224076868559
T0015421,2025-03-22 01:43:02,C02780,Hà Nội,Cửa hàng,Sách,5.0,140000.0,700000.0,VI_DIEN_TU,1,-0.643918363105358
T0051350,2025-09-25 04:49:21,C04446,TP HCM,Online,Gia dụng,1.0,9317618.922166556,9317619.0,VI_DIEN_TU,4,-0.643916715872687
T0025362,2025-05-12 17:58:09,C02845,Hải Phòng,Online,Sách,5.0,153000.0,765000.0,VI_DIEN_TU,17,-0.6438911837577898
T0018455,2025-04-06 19:30:19,C00173,Đà Nẵng,Cửa hàng,Mỹ phẩm,5.0,470000.0,2350000.0,VI_DIEN_TU,19,-0.6438698778349079
T0034531,2025-06-29 19:09:20,C03211,Hà Nội,Cửa hàng,Thực phẩm,5.0,193000.0,820250.0,VI_DIEN_TU,19,-0.6438618495388958
T0047659,2025-09-06 01:37:56,C05673,Hải Phòng,Cửa hàng,Sách,5.0,135000.0,641250.0,VI_DIEN_TU,1,-0.6438471312289397
T0033318,2025-06-23 09:10:55,C01768,Đà Nẵng,Online,Điện tử,4.0,1232000.0,4928000.0,VI_DIEN_TU,9,-0.6437686757359158
T0021730,2025-04-23 04:03:25,C03525,TP HCM,Cửa hàng,Mỹ phẩm,1.0,8874320.343158375,8874320.0,VI_DIEN_TU,4,-0.6437647676267926
