customer_id,age,gender,city,tenure_months,support_tickets,churn,recency,frequency,monetary,phan_khuc,trang_thai
C03736,40,Nam,Hà Nội,8,1,1,94.0,3.0,3030500.0,Đã ngủ đông,Đã rời bỏ
C03737,70,Nữ,Hà Nội,9,0,0,120.0,3.0,4911000.0,Đã ngủ đông,Đang hoạt động
C03738,59,Nam,TP HCM,41,1,0,2.0,6.0,8086000.0,Khách VIP,Đang hoạt động
C03739,53,Nữ,TP HCM,15,2,0,11.0,7.0,14042750.0,Khách VIP,Đang hoạt động
C03740,29,Nam,Đà Nẵng,34,1,1,241.0,2.0,1049750.0,Đã ngủ đông,Đã rời bỏ
C03741,61,Nam,TP HCM,3,2,0,12.0,8.0,28028533.0,Khách VIP,Đang hoạt động
C03742,53,Nữ,Hà Nội,25,1,1,202.0,3.0,2431400.0,Đã ngủ đông,Đã rời bỏ
C03743,57,Nam,Cần Thơ,15,1,1,9.0,4.0,5206200.0,Khách mới,Đã rời bỏ
C03744,19,Nữ,Đà Nẵng,11,1,1,107.0,2.0,1455000.0,Đã ngủ đông,Đã rời bỏ
C03745,48,Nam,Hà Nội,31,1,0,35.0,5.0,1284150.0,Trung bình,Đang hoạt động
C03746,37,Nữ,Đà Nẵng,40,3,1,10.0,4.0,4949600.0,Khách mới,Đã rời bỏ
C03747,25,Nam,Đà Nẵng,54,0,0,10.0,4.0,1750400.0,Khách mới,Đang hoạt động
C03748,51,Nam,TP HCM,1,1,0,24.0,7.0,8078300.0,Khách VIP,Đang hoạt động
C03749,25,Nam,TP HCM,40,1,0,1.0,8.0,3793300.0,Khách VIP,Đang hoạt động
C03750,24,Nữ,TP HCM,7,0,0,16.0,5.0,5041950.0,Trung bình,Đang hoạt động
C03751,53,Nữ,Hà Nội,30,0,0,254.0,2.0,1186300.0,Đã ngủ đông,Đang hoạt động
C03752,26,Nữ,Hà Nội,57,0,0,128.0,4.0,2175800.0,Đã ngủ đông,Đang hoạt động
C03753,18,Nữ,Hà Nội,58,2,0,2.0,5.0,2892150.0,Trung bình,Đang hoạt động
C03754,48,Nam,Cần Thơ,2,2,0,20.0,6.0,2888400.0,Khách VIP,Đang hoạt động
C03755,31,Nữ,Cần Thơ,13,1,0,1.0,6.0,7350000.0,Khách VIP,Đang hoạt động
C03756,60,Nữ,Hà Nội,60,1,0,2.0,5.0,3778550.0,Trung bình,Đang hoạt động
C03757,54,Nữ,TP HCM,27,2,0,56.0,6.0,3069600.0,Nguy cơ rời bỏ,Đang hoạt động
C03758,48,Nam,Cần Thơ,45,0,0,47.0,7.0,5077950.0,Trung bình,Đang hoạt động
C03759,26,Nữ,TP HCM,56,0,0,89.0,7.0,5324165.0,Nguy cơ rời bỏ,Đang hoạt động
C03760,45,Nam,Cần Thơ,19,0,0,75.0,3.0,4621100.0,Đã ngủ đông,Đang hoạt động
C03761,66,Nữ,TP HCM,56,2,0,33.0,7.0,15897582.0,Trung bình,Đang hoạt động
C03762,53,Nữ,Cần Thơ,9,2,1,13.0,11.0,11168300.0,Khách VIP,Đã rời bỏ
C03763,21,Nữ,Hà Nội,4,0,0,130.0,4.0,1029300.0,Đã ngủ đông,Đang hoạt động
C03764,40,Nam,Hải Phòng,28,0,1,25.0,3.0,2797000.0,Khách mới,Đã rời bỏ
C03765,61,Nữ,Hà Nội,20,4,1,104.0,11.0,7589150.0,Nguy cơ rời bỏ,Đã rời bỏ
C03766,64,Nữ,Hà Nội,15,0,1,73.0,6.0,6778800.0,Nguy cơ rời bỏ,Đã rời bỏ
C03767,70,Nữ,TP HCM,10,5,1,99.0,7.0,11055775.0,Nguy cơ rời bỏ,Đã rời bỏ
C03768,39,Nữ,TP HCM,15,1,0,8.0,6.0,5559900.0,Khách VIP,Đang hoạt động
C03769,55,Nữ,Cần Thơ,7,0,0,7.0,5.0,9271150.0,Trung bình,Đang hoạt động
C03770,21,Nữ,Cần Thơ,15,3,1,76.0,3.0,4225000.0,Đã ngủ đông,Đã rời bỏ
C03771,53,Nam,TP HCM,38,2,0,103.0,4.0,2285000.0,Đã ngủ đông,Đang hoạt động
C03772,69,Nữ,TP HCM,49,1,1,149.0,4.0,18118734.008405194,Đã ngủ đông,Đã rời bỏ
C03773,67,Nữ,TP HCM,11,0,0,10.0,9.0,12912700.0,Khách VIP,Đang hoạt động
C03774,40,Nam,Cần Thơ,42,3,1,171.0,3.0,1150250.0,Đã ngủ đông,Đã rời bỏ
C03775,39,Nam,TP HCM,59,1,0,11.0,6.0,5244650.0,Khách VIP,Đang hoạt động
C03776,32,Nam,Hà Nội,49,1,0,226.0,1.0,160000.0,Đã ngủ đông,Đang hoạt động
C03777,38,Nữ,Cần Thơ,22,2,0,176.0,4.0,2763300.0,Đã ngủ đông,Đang hoạt động
C03778,32,Nữ,TP HCM,37,2,1,242.0,1.0,118150.0,Đã ngủ đông,Đã rời bỏ
C03779,69,Nam,Hải Phòng,32,3,1,124.0,3.0,2307800.0,Đã ngủ đông,Đã rời bỏ
C03780,57,Nam,Hải Phòng,38,2,1,13.0,4.0,2401600.0,Khách mới,Đã rời bỏ
C03781,37,Nữ,Đà Nẵng,18,0,1,45.0,4.0,5048400.0,Trung bình,Đã rời bỏ
C03782,70,Nam,Cần Thơ,5,4,1,9.0,1.0,897600.0,Khách mới,Đã rời bỏ
C03783,51,Nữ,Hà Nội,31,0,0,47.0,2.0,1295300.0,Trung bình,Đang hoạt động
C03784,40,Nữ,TP HCM,15,1,0,49.0,6.0,7191300.0,Trung bình,Đang hoạt động
C03785,33,Nam,Hải Phòng,10,2,1,162.0,1.0,365400.0,Đã ngủ đông,Đã rời bỏ
C03786,40,Nam,Hà Nội,54,4,0,201.0,3.0,1922900.0,Đã ngủ đông,Đang hoạt động
C03787,69,Nữ,Hà Nội,31,1,0,34.0,4.0,2208650.0,Trung bình,Đang hoạt động
C03788,52,Nữ,Cần Thơ,2,3,1,69.0,3.0,3507000.0,Đã ngủ đông,Đã rời bỏ
C03789,66,Nam,TP HCM,13,2,1,13.0,6.0,5589000.0,Khách VIP,Đã rời bỏ
C03790,57,Nữ,Cần Thơ,57,0,0,92.0,2.0,1689000.0,Đã ngủ đông,Đang hoạt động
C03791,60,Nam,TP HCM,46,0,0,19.0,8.0,5627250.0,Khách VIP,Đang hoạt động
C03792,41,Nam,TP HCM,30,1,1,143.0,4.0,4294200.0,Đã ngủ đông,Đã rời bỏ
C03793,51,Nam,Hà Nội,43,4,1,13.0,10.0,11874684.231698265,Khách VIP,Đã rời bỏ
C03794,59,Nam,Hà Nội,2,1,1,90.0,4.0,5126400.0,Đã ngủ đông,Đã rời bỏ
C03795,65,Nữ,TP HCM,40,3,0,47.0,4.0,5109850.0,Trung bình,Đang hoạt động
C03796,68,Nữ,Hà Nội,21,1,0,29.0,8.0,8673550.0,Trung bình,Đang hoạt động
C03797,61,Nữ,TP HCM,13,2,0,213.0,4.0,1535900.0,Đã ngủ đông,Đang hoạt động
C03798,59,Nữ,Hà Nội,3,1,1,65.0,4.0,7280300.0,Đã ngủ đông,Đã rời bỏ
C03799,48,Nam,TP HCM,9,0,0,174.0,6.0,6324850.0,Nguy cơ rời bỏ,Đang hoạt động
C03800,23,Nữ,Hải Phòng,20,2,0,70.0,7.0,6693500.0,Nguy cơ rời bỏ,Đang hoạt động
C03801,41,Nữ,Đà Nẵng,8,2,1,19.0,3.0,2768400.0,Khách mới,Đã rời bỏ
C03802,31,Nam,Cần Thơ,33,2,1,107.0,5.0,6578600.0,Trung bình,Đã rời bỏ
C03803,66,Nữ,Cần Thơ,30,0,0,5.0,5.0,4116600.0,Trung bình,Đang hoạt động
C03804,48,Nữ,Hải Phòng,8,2,0,50.0,5.0,5551400.0,Trung bình,Đang hoạt động
C03805,41,Nam,Đà Nẵng,40,1,0,181.0,3.0,4279000.0,Đã ngủ đông,Đang hoạt động
C03806,41,Nữ,Cần Thơ,40,0,0,48.0,6.0,4719700.0,Trung bình,Đang hoạt động
C03807,38,Nam,Đà Nẵng,36,1,0,16.0,2.0,6989515.0,Khách mới,Đang hoạt động
C03808,51,Nữ,TP HCM,43,0,0,59.0,6.0,7054800.0,Nguy cơ rời bỏ,Đang hoạt động
C03809,21,Nam,Hà Nội,50,2,0,98.0,6.0,10880550.0,Nguy cơ rời bỏ,Đang hoạt động
C03810,42,Nữ,Hà Nội,35,1,1,42.0,4.0,1283200.0,Trung bình,Đã rời bỏ
C03811,64,Nữ,TP HCM,34,1,0,103.0,3.0,13946447.0,Đã ngủ đông,Đang hoạt động
C03812,61,Nữ,Cần Thơ,1,3,1,7.0,5.0,6336750.0,Trung bình,Đã rời bỏ
C03813,29,Nữ,TP HCM,12,3,0,53.0,11.0,6690200.0,Trung bình,Đang hoạt động
C03814,56,Nam,Hà Nội,40,0,0,143.0,2.0,4125000.0,Đã ngủ đông,Đang hoạt động
C03815,62,Nữ,TP HCM,44,1,0,10.0,5.0,2353800.0,Trung bình,Đang hoạt động
C03816,25,Nữ,Hà Nội,37,1,0,28.0,6.0,4256050.0,Khách VIP,Đang hoạt động
C03817,41,Nam,Đà Nẵng,37,1,0,107.0,2.0,683000.0,Đã ngủ đông,Đang hoạt động
C03818,54,Nữ,TP HCM,20,0,0,5.0,3.0,4823800.0,Khách mới,Đang hoạt động
C03819,30,Nam,Hà Nội,54,0,0,,,,Chưa mua,Đang hoạt động
C03820,59,Nữ,Đà Nẵng,44,1,0,65.0,4.0,2948850.0,Đã ngủ đông,Đang hoạt động
C03821,50,Nam,Hà Nội,31,0,0,52.0,3.0,1756300.0,Trung bình,Đang hoạt động
C03822,30,Nam,Đà Nẵng,6,1,0,3.0,7.0,6486100.0,Khách VIP,Đang hoạt động
C03823,37,Nam,TP HCM,19,0,1,19.0,6.0,4232400.0,Khách VIP,Đã rời bỏ
C03824,26,Nam,Hà Nội,32,0,1,18.0,3.0,4461350.0,Khách mới,Đã rời bỏ
C03825,26,Nữ,TP HCM,30,0,0,63.0,6.0,8767000.0,Nguy cơ rời bỏ,Đang hoạt động
C03826,19,Nam,Hà Nội,48,2,0,124.0,3.0,988600.0,Đã ngủ đông,Đang hoạt động
C03827,70,Nam,Cần Thơ,4,0,1,23.0,6.0,4847800.0,Khách VIP,Đã rời bỏ
C03828,66,Nữ,Hà Nội,18,0,1,33.0,5.0,5273100.0,Trung bình,Đã rời bỏ
C03829,49,Nữ,Hải Phòng,56,0,0,39.0,2.0,1575350.0,Trung bình,Đang hoạt động
C03830,35,Nam,Cần Thơ,3,1,0,54.0,2.0,916700.0,Trung bình,Đang hoạt động
C03831,44,Nam,TP HCM,11,2,0,110.0,1.0,199000.0,Đã ngủ đông,Đang hoạt động
C03832,41,Nam,Hải Phòng,60,1,0,42.0,3.0,2432000.0,Trung bình,Đang hoạt động
C03833,69,Nữ,Đà Nẵng,23,1,1,209.0,2.0,2710100.0,Đã ngủ đông,Đã rời bỏ
C03834,59,Nữ,TP HCM,4,0,0,25.0,5.0,4026400.0,Trung bình,Đang hoạt động
C03835,43,Nam,TP HCM,26,1,1,74.0,8.0,5139400.0,Nguy cơ rời bỏ,Đã rời bỏ
C03836,44,Nữ,TP HCM,53,0,0,25.0,7.0,3269250.0,Khách VIP,Đang hoạt động
C03837,43,Nữ,Hà Nội,54,1,0,23.0,10.0,3977900.0,Khách VIP,Đang hoạt động
C03838,55,Nam,Cần Thơ,8,1,1,194.0,2.0,4219200.0,Đã ngủ đông,Đã rời bỏ
C03839,34,Nữ,TP HCM,16,4,1,25.0,7.0,4780200.0,Khách VIP,Đã rời bỏ
C03840,57,Nam,Cần Thơ,35,0,0,175.0,3.0,1464700.0,Đã ngủ đông,Đang hoạt động
C03841,50,Nam,TP HCM,16,0,0,227.0,1.0,170000.0,Đã ngủ đông,Đang hoạt động
C03842,29,Nữ,Đà Nẵng,20,2,0,147.0,6.0,5603750.0,Nguy cơ rời bỏ,Đang hoạt động
C03843,43,Nữ,Hà Nội,49,2,1,19.0,1.0,2386000.0,Khách mới,Đã rời bỏ
C03844,25,Nữ,TP HCM,47,2,0,237.0,1.0,380000.0,Đã ngủ đông,Đang hoạt động
C03845,18,Nam,Cần Thơ,30,1,1,66.0,3.0,3890800.0,Đã ngủ đông,Đã rời bỏ
C03846,19,Nữ,TP HCM,42,0,1,55.0,4.0,3467350.0,Đã ngủ đông,Đã rời bỏ
C03847,54,Nam,Đà Nẵng,24,3,1,58.0,5.0,6238600.0,Trung bình,Đã rời bỏ
C03848,48,Nữ,Hải Phòng,49,1,1,90.0,2.0,5088000.0,Đã ngủ đông,Đã rời bỏ
C03849,43,Nữ,Hà Nội,55,2,0,103.0,3.0,3708200.0,Đã ngủ đông,Đang hoạt động
C03850,40,Nam,Hải Phòng,53,2,1,146.0,4.0,2955400.0,Đã ngủ đông,Đã rời bỏ
C03851,34,Nữ,Hà Nội,7,0,0,150.0,3.0,4903000.0,Đã ngủ đông,Đang hoạt động
C03852,31,Nam,TP HCM,36,1,0,26.0,5.0,7157200.0,Trung bình,Đang hoạt động
C03853,57,Nữ,TP HCM,58,3,1,53.0,6.0,8026800.0,Trung bình,Đã rời bỏ
C03854,49,Nữ,Hà Nội,20,1,1,168.0,3.0,5470000.0,Đã ngủ đông,Đã rời bỏ
C03855,60,Nữ,TP HCM,18,1,0,54.0,3.0,3247800.0,Trung bình,Đang hoạt động
C03856,69,Nam,Hải Phòng,25,2,1,114.0,2.0,1774900.0,Đã ngủ đông,Đã rời bỏ
C03857,28,Nam,TP HCM,7,0,1,42.0,3.0,2923500.0,Trung bình,Đã rời bỏ
C03858,18,Nam,Cần Thơ,10,1,0,116.0,3.0,3107000.0,Đã ngủ đông,Đang hoạt động
C03859,19,Nữ,Hải Phòng,1,2,1,10.0,5.0,3407300.0,Trung bình,Đã rời bỏ
C03860,60,Nam,TP HCM,22,2,0,58.0,4.0,3210950.0,Đã ngủ đông,Đang hoạt động
C03861,43,Nam,TP HCM,14,1,0,32.0,3.0,4402400.0,Trung bình,Đang hoạt động
C03862,55,Nữ,Đà Nẵng,14,1,1,8.0,7.0,5994250.0,Khách VIP,Đã rời bỏ
C03863,69,Nữ,Cần Thơ,54,1,0,8.0,6.0,3619300.0,Khách VIP,Đang hoạt động
C03864,57,Nữ,Hà Nội,48,0,0,49.0,6.0,6666100.0,Trung bình,Đang hoạt động
C03865,44,Nữ,Hải Phòng,20,2,1,93.0,5.0,3696200.0,Trung bình,Đã rời bỏ
C03866,27,Nam,TP HCM,2,1,0,18.0,7.0,5770700.0,Khách VIP,Đang hoạt động
C03867,35,Nữ,TP HCM,56,0,0,1.0,3.0,2072550.0,Khách mới,Đang hoạt động
C03868,65,Nam,TP HCM,15,1,1,50.0,4.0,1699750.0,Trung bình,Đã rời bỏ
C03869,43,Nữ,Đà Nẵng,16,1,1,2.0,6.0,6898400.0,Khách VIP,Đã rời bỏ
C03870,53,Nam,Cần Thơ,4,1,1,139.0,4.0,5451000.0,Đã ngủ đông,Đã rời bỏ
C03871,48,Nữ,TP HCM,22,2,0,3.0,11.0,9325950.0,Khách VIP,Đang hoạt động
C03872,70,Nam,Đà Nẵng,14,2,0,14.0,8.0,2883800.0,Khách VIP,Đang hoạt động
C03873,55,Nam,Hà Nội,27,0,0,93.0,3.0,3378650.0,Đã ngủ đông,Đang hoạt động
C03874,39,Nữ,Hà Nội,45,2,0,261.0,3.0,6157500.0,Đã ngủ đông,Đang hoạt động
C03875,67,Nữ,Hà Nội,4,1,1,120.0,2.0,1152100.0,Đã ngủ đông,Đã rời bỏ
C03876,26,Nam,Hà Nội,39,1,1,15.0,2.0,1988100.0,Khách mới,Đã rời bỏ
C03877,50,Nữ,Hà Nội,13,1,0,96.0,5.0,4113600.0,Trung bình,Đang hoạt động
C03878,70,Nam,Hà Nội,50,1,0,65.0,5.0,8237200.0,Trung bình,Đang hoạt động
C03879,39,Nam,Hà Nội,58,0,0,12.0,7.0,5284400.0,Khách VIP,Đang hoạt động
C03880,62,Nữ,Hà Nội,46,1,1,66.0,5.0,6547300.0,Trung bình,Đã rời bỏ
C03881,27,Nam,Đà Nẵng,19,1,0,188.0,5.0,2358600.0,Trung bình,Đang hoạt động
C03882,32,Nam,Đà Nẵng,36,1,1,4.0,4.0,2330050.0,Khách mới,Đã rời bỏ
C03883,68,Nữ,TP HCM,58,1,0,62.0,4.0,702500.0,Đã ngủ đông,Đang hoạt động
C03884,26,Nam,Hà Nội,48,0,0,1.0,6.0,6592800.0,Khách VIP,Đang hoạt động
C03885,59,Nữ,Hà Nội,54,0,1,91.0,4.0,1717900.0,Đã ngủ đông,Đã rời bỏ
C03886,45,Nam,TP HCM,50,3,0,21.0,7.0,4961100.0,Khách VIP,Đang hoạt động
C03887,68,Nam,TP HCM,56,0,0,27.0,5.0,4986300.0,Trung bình,Đang hoạt động
C03888,64,Nam,Hà Nội,53,0,1,59.0,3.0,7303000.0,Đã ngủ đông,Đã rời bỏ
C03889,40,Nam,Hải Phòng,22,1,0,52.0,5.0,8777400.0,Trung bình,Đang hoạt động
C03890,28,Nam,TP HCM,47,0,0,127.0,3.0,3756900.0,Đã ngủ đông,Đang hoạt động
C03891,37,Nam,Hải Phòng,42,1,0,115.0,4.0,3632850.0,Đã ngủ đông,Đang hoạt động
C03892,65,Nam,Hà Nội,14,1,0,12.0,6.0,7282150.0,Khách VIP,Đang hoạt động
C03893,48,Nữ,Cần Thơ,51,2,1,48.0,5.0,5720350.0,Trung bình,Đã rời bỏ
C03894,46,Nữ,TP HCM,60,1,1,226.0,2.0,2609400.0,Đã ngủ đông,Đã rời bỏ
C03895,45,Nữ,Đà Nẵng,23,2,0,207.0,4.0,2836600.0,Đã ngủ đông,Đang hoạt động
C03896,23,Nam,Hà Nội,59,0,0,104.0,2.0,5658700.0,Đã ngủ đông,Đang hoạt động
C03897,40,Nữ,Hà Nội,30,1,0,8.0,5.0,4430900.0,Trung bình,Đang hoạt động
C03898,44,Nam,Hải Phòng,24,2,0,46.0,4.0,3900000.0,Trung bình,Đang hoạt động
C03899,49,Nữ,Hải Phòng,23,3,1,6.0,4.0,4332000.0,Khách mới,Đã rời bỏ
C03900,52,Nữ,TP HCM,6,1,1,6.0,4.0,3601000.0,Khách mới,Đã rời bỏ
C03901,18,Nam,TP HCM,49,1,1,104.0,4.0,17481789.0,Đã ngủ đông,Đã rời bỏ
C03902,46,Nam,TP HCM,27,0,0,3.0,6.0,8027300.0,Khách VIP,Đang hoạt động
C03903,62,Nữ,Đà Nẵng,52,2,0,15.0,6.0,4824500.0,Khách VIP,Đang hoạt động
C03904,35,Nam,Cần Thơ,36,2,0,33.0,7.0,4520250.0,Trung bình,Đang hoạt động
C03905,51,Nữ,TP HCM,18,1,0,16.0,9.0,6687450.0,Khách VIP,Đang hoạt động
C03906,41,Nữ,Hải Phòng,6,1,1,119.0,3.0,1587500.0,Đã ngủ đông,Đã rời bỏ
C03907,22,Nữ,TP HCM,22,0,1,47.0,4.0,4052000.0,Trung bình,Đã rời bỏ
C03908,33,Nam,Hải Phòng,18,0,1,95.0,2.0,906150.0,Đã ngủ đông,Đã rời bỏ
C03909,62,Nữ,TP HCM,56,1,1,144.0,4.0,2777000.0,Đã ngủ đông,Đã rời bỏ
C03910,50,Nam,TP HCM,17,1,1,12.0,3.0,1888050.0,Khách mới,Đã rời bỏ
C03911,67,Nữ,TP HCM,4,1,1,92.0,6.0,5451200.0,Nguy cơ rời bỏ,Đã rời bỏ
C03912,38,Nữ,Cần Thơ,60,3,0,53.0,5.0,3220150.0,Trung bình,Đang hoạt động
C03913,47,Nữ,Cần Thơ,43,1,0,17.0,10.0,5605850.0,Khách VIP,Đang hoạt động
C03914,23,Nam,TP HCM,35,2,0,93.0,9.0,5954650.0,Nguy cơ rời bỏ,Đang hoạt động
C03915,57,Nữ,TP HCM,46,1,1,47.0,5.0,4403800.0,Trung bình,Đã rời bỏ
C03916,61,Nam,Hà Nội,5,0,1,184.0,2.0,564300.0,Đã ngủ đông,Đã rời bỏ
C03917,65,Nam,Cần Thơ,18,1,1,2.0,5.0,2088850.0,Trung bình,Đã rời bỏ
C03918,45,Nữ,TP HCM,55,1,0,24.0,6.0,7573100.0,Khách VIP,Đang hoạt động
C03919,49,Nam,Cần Thơ,17,0,0,11.0,6.0,14197650.0,Khách VIP,Đang hoạt động
C03920,24,Nữ,Đà Nẵng,7,0,1,181.0,2.0,675000.0,Đã ngủ đông,Đã rời bỏ
C03921,53,Nam,Cần Thơ,37,0,0,189.0,5.0,3206750.0,Trung bình,Đang hoạt động
C03922,54,Nữ,TP HCM,16,2,0,70.0,6.0,4492900.0,Nguy cơ rời bỏ,Đang hoạt động
C03923,52,Nữ,Hà Nội,4,2,0,5.0,6.0,5056800.0,Khách VIP,Đang hoạt động
C03924,63,Nam,TP HCM,46,0,0,4.0,4.0,1724500.0,Khách mới,Đang hoạt động
C03925,66,Nữ,Hà Nội,22,1,1,93.0,3.0,2204000.0,Đã ngủ đông,Đã rời bỏ
C03926,30,Nam,TP HCM,40,1,0,12.0,5.0,10509700.0,Trung bình,Đang hoạt động
C03927,32,Nữ,TP HCM,54,1,0,8.0,7.0,7621000.0,Khách VIP,Đang hoạt động
C03928,58,Nữ,Đà Nẵng,52,1,1,64.0,2.0,368000.0,Đã ngủ đông,Đã rời bỏ
C03929,46,Nam,Hà Nội,34,1,0,20.0,5.0,2584100.0,Trung bình,Đang hoạt động
C03930,62,Nam,TP HCM,1,1,0,48.0,8.0,7627250.0,Trung bình,Đang hoạt động
C03931,62,Nam,TP HCM,52,0,0,93.0,2.0,1092100.0,Đã ngủ đông,Đang hoạt động
C03932,58,Nam,Cần Thơ,20,0,1,31.0,8.0,14717250.0,Trung bình,Đã rời bỏ
C03933,21,Nữ,TP HCM,13,1,1,215.0,3.0,2660150.0,Đã ngủ đông,Đã rời bỏ
C03934,48,Nữ,Hà Nội,3,0,1,41.0,3.0,1478900.0,Trung bình,Đã rời bỏ
C03935,67,Nam,Hà Nội,24,1,0,105.0,6.0,6582700.0,Nguy cơ rời bỏ,Đang hoạt động
C03936,20,Nữ,Hà Nội,29,0,0,67.0,6.0,5466450.0,Nguy cơ rời bỏ,Đang hoạt động
C03937,58,Nam,TP HCM,23,0,0,3.0,9.0,6017250.0,Khách VIP,Đang hoạt động
C03938,52,Nam,Hải Phòng,6,2,1,19.0,3.0,5242161.0,Khách mới,Đã rời bỏ
C03939,27,Nam,TP HCM,43,5,0,25.0,9.0,6137850.0,Khách VIP,Đang hoạt động
C03940,51,Nữ,TP HCM,9,1,1,5.0,2.0,2403000.0,Khách mới,Đã rời bỏ
C03941,29,Nam,Hà Nội,47,2,1,112.0,3.0,2180000.0,Đã ngủ đông,Đã rời bỏ
C03942,40,Nam,Cần Thơ,23,1,0,23.0,6.0,11372500.0,Khách VIP,Đang hoạt động
C03943,45,Nam,TP HCM,1,0,1,117.0,4.0,13101088.0,Đã ngủ đông,Đã rời bỏ
C03944,44,Nam,Đà Nẵng,48,0,0,16.0,5.0,2028800.0,Trung bình,Đang hoạt động
C03945,27,Nữ,Hà Nội,50,1,0,15.0,5.0,8516769.0,Trung bình,Đang hoạt động
C03946,45,Nữ,Đà Nẵng,16,4,0,150.0,4.0,2802450.0,Đã ngủ đông,Đang hoạt động
C03947,31,Nữ,Hà Nội,2,1,0,92.0,7.0,6993450.0,Nguy cơ rời bỏ,Đang hoạt động
C03948,26,Nữ,Cần Thơ,58,1,0,26.0,7.0,7412300.0,Khách VIP,Đang hoạt động
C03949,30,Nam,TP HCM,7,1,1,8.0,5.0,3861200.0,Trung bình,Đã rời bỏ
C03950,66,Nam,Hà Nội,11,1,0,24.0,6.0,3987650.0,Khách VIP,Đang hoạt động
C03951,69,Nam,TP HCM,5,1,0,2.0,6.0,7144200.0,Khách VIP,Đang hoạt động
C03952,59,Nam,Hà Nội,22,0,0,204.0,3.0,1072200.0,Đã ngủ đông,Đang hoạt động
C03953,52,Nam,TP HCM,47,1,0,73.0,8.0,5474700.0,Nguy cơ rời bỏ,Đang hoạt động
C03954,54,Nam,Đà Nẵng,14,0,0,11.0,7.0,9504250.0,Khách VIP,Đang hoạt động
C03955,26,Nam,Hà Nội,27,0,0,260.0,2.0,1358000.0,Đã ngủ đông,Đang hoạt động
C03956,57,Nam,Hà Nội,38,3,1,147.0,2.0,679000.0,Đã ngủ đông,Đã rời bỏ
C03957,22,Nữ,Đà Nẵng,55,0,1,13.0,3.0,3911600.0,Khách mới,Đã rời bỏ
C03958,69,Nữ,Hà Nội,46,1,1,1.0,6.0,8598450.0,Khách VIP,Đã rời bỏ
C03959,43,Nữ,TP HCM,28,0,1,67.0,4.0,7426400.0,Đã ngủ đông,Đã rời bỏ
C03960,49,Nữ,Hà Nội,60,2,0,12.0,6.0,3755550.0,Khách VIP,Đang hoạt động
C03961,58,Nam,Đà Nẵng,26,0,0,64.0,4.0,5971000.0,Đã ngủ đông,Đang hoạt động
C03962,53,Nam,TP HCM,54,0,0,119.0,4.0,2412600.0,Đã ngủ đông,Đang hoạt động
C03963,24,Nữ,Cần Thơ,36,2,0,103.0,6.0,6387350.0,Nguy cơ rời bỏ,Đang hoạt động
C03964,66,Nữ,Cần Thơ,3,0,0,49.0,3.0,1182800.0,Trung bình,Đang hoạt động
C03965,25,Nam,Hà Nội,43,2,1,11.0,7.0,11552250.0,Khách VIP,Đã rời bỏ
C03966,69,Nữ,TP HCM,21,1,1,142.0,3.0,2732500.0,Đã ngủ đông,Đã rời bỏ
C03967,67,Nam,TP HCM,22,2,1,76.0,4.0,2119950.0,Đã ngủ đông,Đã rời bỏ
C03968,24,Nam,Hà Nội,3,3,1,237.0,2.0,2756106.0,Đã ngủ đông,Đã rời bỏ
C03969,40,Nam,TP HCM,36,0,0,31.0,6.0,4801200.0,Trung bình,Đang hoạt động
C03970,52,Nữ,Hà Nội,1,3,1,,,,Chưa mua,Đã rời bỏ
C03971,43,Nam,Đà Nẵng,23,1,0,5.0,6.0,4062100.0,Khách VIP,Đang hoạt động
C03972,58,Nữ,Hà Nội,11,1,1,20.0,3.0,2140300.0,Khách mới,Đã rời bỏ
C03973,65,Nữ,TP HCM,50,5,1,10.0,3.0,3772600.0,Khách mới,Đã rời bỏ
C03974,21,Nữ,TP HCM,6,2,1,31.0,7.0,8462850.0,Trung bình,Đã rời bỏ
C03975,32,Nữ,TP HCM,40,0,0,59.0,2.0,1628000.0,Đã ngủ đông,Đang hoạt động
C03976,45,Nữ,Hà Nội,36,2,0,159.0,3.0,5504950.0,Đã ngủ đông,Đang hoạt động
C03977,66,Nam,Hải Phòng,21,0,0,31.0,6.0,6264800.0,Trung bình,Đang hoạt động
C03978,19,Nữ,Hà Nội,55,1,0,157.0,2.0,3727400.0,Đã ngủ đông,Đang hoạt động
C03979,58,Nữ,Đà Nẵng,13,0,0,89.0,2.0,903650.0,Đã ngủ đông,Đang hoạt động
C03980,66,Nữ,Hải Phòng,36,0,1,7.0,1.0,203000.0,Khách mới,Đã rời bỏ
C03981,35,Nam,TP HCM,19,0,0,104.0,6.0,8415250.0,Nguy cơ rời bỏ,Đang hoạt động
C03982,60,Nữ,Đà Nẵng,42,1,0,35.0,7.0,8980150.0,Trung bình,Đang hoạt động
C03983,59,Nữ,Đà Nẵng,19,3,0,51.0,5.0,3144800.0,Trung bình,Đang hoạt động
C03984,63,Nam,Hà Nội,16,0,0,32.0,2.0,3804000.0,Trung bình,Đang hoạt động
C03985,67,Nam,Đà Nẵng,53,1,0,13.0,5.0,1348400.0,Trung bình,Đang hoạt động
C03986,62,Nam,TP HCM,7,2,0,84.0,10.0,12094600.0,Nguy cơ rời bỏ,Đang hoạt động
C03987,65,Nam,Hải Phòng,18,1,0,20.0,3.0,4862500.0,Khách mới,Đang hoạt động
