transaction_id,date,customer_id,category,branch,channel,payment_method,status,quantity,amount,cost,gio
T0031321,2025-06-12,C00191,Thực phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,4,812000,632094,22
T0031322,2025-06-12,C00112,Sách,Hải Phòng,Online,VI_DIEN_TU,HOAN_TAT,2,300600,217755,22
T0031323,2025-06-12,C04399,Thời trang,Hà Nội,Online,TIEN_MAT,HOAN_TAT,4,2888000,2257660,22
T0031324,2025-06-12,C01645,Thời trang,Hà Nội,Cửa hàng,THE,HOAN_TAT,1,806550,537247,23
T0031325,2025-06-12,C00079,Thực phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,206000,145824,23
T0031326,2025-06-12,C00096,Thực phẩm,TP HCM,Online,THE,HOAN_TAT,1,142200,101722,23
T0031327,2025-06-12,C00013,Điện tử,TP HCM,Online,THE,HOAN_TAT,2,1860100,1398596,23
T0031328,2025-06-12,C02903,Thực phẩm,TP HCM,Online,THE,HOAN_TAT,1,175750,130981,23
T0031329,2025-06-12,C05553,Thực phẩm,Đà Nẵng,Online,CHUYEN_KHOAN,HOAN_TAT,1,186200,134588,23
T0031330,2025-06-12,C01762,Thực phẩm,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,4,706800,570740,23
T0031331,2025-06-12,C02146,Mỹ phẩm,Đà Nẵng,Online,CHUYEN_KHOAN,HOAN_TAT,1,478000,303557,23
T0031332,2025-06-12,C02936,Thời trang,TP HCM,Cửa hàng,THE,HOAN_TAT,1,738150,503074,23
T0031333,2025-06-13,C00003,Sách,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TAT,3,423000,307672,0
T0031334,2025-06-13,C03541,Thời trang,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,3,2265750,1407082,0
T0031335,2025-06-13,C00618,Thực phẩm,TP HCM,Online,TIEN_MAT,HOAN_TAT,2,406000,293463,0
T0031336,2025-06-13,C00529,Thực phẩm,TP HCM,Online,CHUYEN_KHOAN,HOAN_TAT,1,192850,132781,0
T0031337,2025-06-13,C05075,Thực phẩm,Hà Nội,Cửa hàng,THE,HOAN_TAT,3,591000,436617,0
T0031338,2025-06-13,C00166,Gia dụng,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,830300,616738,0
T0031339,2025-06-13,C00015,Thực phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,173000,121578,0
T0031340,2025-06-13,C06093,Thực phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,1,180000,130107,0
T0031341,2025-06-13,C01858,Điện tử,Hải Phòng,Online,VI_DIEN_TU,HOAN_TAT,1,971850,823174,1
T0031342,2025-06-13,C00266,Mỹ phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,2,978000,692553,1
T0031448,2025-06-13,C01523,Gia dụng,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,1,16268412,11387889,1
T0031343,2025-06-13,C00013,Thực phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,5,1010000,662443,1
T0031344,2025-06-13,C03578,Thực phẩm,Hà Nội,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,184000,116934,1
T0031345,2025-06-13,C02651,Thực phẩm,TP HCM,Online,CHUYEN_KHOAN,HOAN_TAT,1,171000,123602,1
T0031346,2025-06-13,C05096,Thực phẩm,Hà Nội,Online,THE,HOAN_TAT,1,180000,118425,1
T0031347,2025-06-13,C00029,Mỹ phẩm,Hà Nội,Online,CHUYEN_KHOAN,HOAN_TAT,2,828000,598020,1
T0031348,2025-06-13,C03851,Điện tử,Hải Phòng,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,1139000,743706,2
T0031349,2025-06-13,C00734,Sách,Hà Nội,Online,CHUYEN_KHOAN,HOAN_TAT,3,450000,282284,2
T0031350,2025-06-13,C00759,Điện tử,Đà Nẵng,Cửa hàng,TIEN_MAT,HOAN_TAT,2,1995800,1499993,2
T0031351,2025-06-13,C00114,Gia dụng,Hải Phòng,Online,TIEN_MAT,HOAN_TAT,1,746700,538510,2
T0031352,2025-06-13,C00357,Điện tử,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,912900,692421,2
T0031466,2025-06-13,C01099,Mỹ phẩm,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,8376764,5863735,2
T0031353,2025-06-13,C03209,Thực phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,2,390000,319971,2
T0031354,2025-06-13,C01886,Sách,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,5,661500,422168,2
T0031355,2025-06-13,C00356,Gia dụng,TP HCM,Cửa hàng,THE,HOAN_TAT,1,962000,636179,2
T0031356,2025-06-13,C02511,Thực phẩm,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,181000,147871,2
T0031357,2025-06-13,C07487,Thực phẩm,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,2,357200,263692,2
T0031358,2025-06-13,C00562,Gia dụng,TP HCM,Online,TIEN_MAT,HOAN_TAT,1,711550,513160,3
T0031359,2025-06-13,C00363,Thực phẩm,Hải Phòng,Online,VI_DIEN_TU,HOAN_TAT,2,350000,253498,3
T0031360,2025-06-13,C00245,Sách,Đà Nẵng,Online,TIEN_MAT,HOAN_TAT,2,238000,162969,3
T0031428,2025-06-13,C00373,Thực phẩm,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,2469211,1728448,3
T0031361,2025-06-13,C00200,Thời trang,Đà Nẵng,Online,THE,HOAN_TAT,1,662000,453546,3
T0031362,2025-06-13,C00102,Thực phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,2,390000,281898,3
T0031363,2025-06-13,C03040,Gia dụng,Hải Phòng,Online,CHUYEN_KHOAN,HOAN_TAT,1,846900,667485,3
T0031364,2025-06-13,C04318,Thực phẩm,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,2,396000,327430,3
T0031365,2025-06-13,C00130,Gia dụng,TP HCM,Cửa hàng,THE,HOAN_TAT,3,2047650,1496255,3
T0031366,2025-06-13,C03203,Điện tử,TP HCM,Online,THE,HOAN_TAT,2,1920000,1615053,3
T0031367,2025-06-13,C01209,Điện tử,Hải Phòng,Online,CHUYEN_KHOAN,HOAN_TAT,2,2242000,1622714,3
T0031368,2025-06-13,C00479,Điện tử,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,15949070,11164349,4
T0031369,2025-06-13,C00561,Mỹ phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,2,958000,807900,4
T0031370,2025-06-13,C04651,Thực phẩm,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,181450,113388,4
T0031371,2025-06-13,C05583,Điện tử,Hà Nội,Cửa hàng,THE,HOAN_TAT,1,1177000,732374,4
T0031372,2025-06-13,C00251,Thực phẩm,Cần Thơ,Online,THE,HOAN_TAT,2,340100,272829,4
T0031373,2025-06-13,C00455,Thực phẩm,Đà Nẵng,Online,TIEN_MAT,HOAN_TAT,1,188000,135889,4
T0031374,2025-06-13,C00125,Thực phẩm,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,1,187150,125870,4
T0031375,2025-06-13,C06920,Thực phẩm,TP HCM,Online,THE,HOAN_TAT,2,318000,256451,5
T0031376,2025-06-13,C00668,Điện tử,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TAT,4,3498600,2874722,5
T0031377,2025-06-13,C06014,Thời trang,Hà Nội,Online,CHUYEN_KHOAN,HOAN_TAT,3,2079000,1503794,5
T0031378,2025-06-13,C01949,Thực phẩm,Cần Thơ,Online,CHUYEN_KHOAN,HOAN_TAT,1,182000,153259,5
T0031379,2025-06-13,C02489,Mỹ phẩm,TP HCM,Online,CHUYEN_KHOAN,HOAN_TAT,1,423000,266591,5
T0031380,2025-06-13,C00649,Thực phẩm,Hà Nội,Online,CHUYEN_KHOAN,HOAN_TAT,1,163400,118108,5
T0031381,2025-06-13,C02206,Thực phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,194000,130881,5
T0031382,2025-06-13,C00478,Thực phẩm,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,1,181450,140658,5
T0031383,2025-06-13,C01757,Thực phẩm,Đà Nẵng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,156750,98249,6
T0031384,2025-06-13,C03632,Thực phẩm,Hải Phòng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,200000,126510,6
T0031385,2025-06-13,C02943,Thực phẩm,Đà Nẵng,Online,THE,HOAN_TAT,1,194750,132177,6
T0031386,2025-06-13,C00716,Mỹ phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,1,480000,381519,6
T0031387,2025-06-13,C00534,Thực phẩm,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,193000,148973,6
T0031388,2025-06-13,C02214,Gia dụng,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,3,2703000,1657815,6
T0031389,2025-06-13,C00755,Thực phẩm,TP HCM,Online,THE,HOAN_TAT,3,471000,340447,6
T0031390,2025-06-13,C06187,Điện tử,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,1198000,791610,7
T0031391,2025-06-13,C01799,Thực phẩm,Đà Nẵng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,165000,99487,7
T0031392,2025-06-13,C02173,Mỹ phẩm,TP HCM,Online,TIEN_MAT,HOAN_TAT,1,368900,282864,7
T0031393,2025-06-13,C00294,Gia dụng,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,3,1960200,1592848,7
T0031394,2025-06-13,C00380,Điện tử,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TRA,2,2050000,1699959,7
T0031395,2025-06-13,C01870,Điện tử,Cần Thơ,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,1051000,650645,8
T0031396,2025-06-13,C04196,Thời trang,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,2,1450000,1173025,8
T0031397,2025-06-13,C02963,Thời trang,Hải Phòng,Online,VI_DIEN_TU,HOAN_TAT,1,752000,469641,8
T0031398,2025-06-13,C04613,Thời trang,Hà Nội,Online,CHUYEN_KHOAN,HOAN_TAT,2,1496000,1157759,8
T0031399,2025-06-13,C00783,Thời trang,Hà Nội,Cửa hàng,THE,HOAN_TAT,1,651600,469140,8
T0031400,2025-06-13,C00875,Sách,Hà Nội,Online,THE,HOAN_TAT,1,147250,111554,8
T0031401,2025-06-13,C05685,Sách,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,2,330000,239053,8
T0031402,2025-06-13,C01024,Gia dụng,TP HCM,Online,CHUYEN_KHOAN,HOAN_TAT,2,1474000,1239485,8
T0031403,2025-06-13,C05911,Thực phẩm,Cần Thơ,Online,CHUYEN_KHOAN,HOAN_TAT,3,537000,385849,8
T0031404,2025-06-13,C04446,Thời trang,Đà Nẵng,Online,VI_DIEN_TU,HOAN_TRA,1,642000,464187,8
T0031405,2025-06-13,C00692,Thực phẩm,Đà Nẵng,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,2,358000,284293,9
T0031406,2025-06-13,C00011,Thực phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,5,775000,639058,9
T0031407,2025-06-13,C00012,Thời trang,Hà Nội,Cửa hàng,THE,HOAN_TAT,4,2780000,2055925,9
T0031408,2025-06-13,C00025,Điện tử,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,1,1034000,748388,9
T0031409,2025-06-13,C05632,Điện tử,Cần Thơ,Cửa hàng,THE,HOAN_TAT,1,907800,705708,9
T0031410,2025-06-13,C06844,Thời trang,Hải Phòng,Online,CHUYEN_KHOAN,HOAN_TAT,2,1634000,1064814,9
T0031411,2025-06-13,C05668,Điện tử,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,1121000,790956,10
T0031412,2025-06-13,C06594,Thực phẩm,Hải Phòng,Online,THE,HOAN_TAT,2,398000,318658,10
T0031413,2025-06-13,C04148,Điện tử,TP HCM,Cửa hàng,THE,HOAN_TRA,1,1236000,778834,10
TDUP0097,2025-06-13,C04870,Sách,Cần Thơ,Cửa hàng,THE,HOAN_TAT,1,140000,101416,10
T0031415,2025-06-13,C00074,Thực phẩm,Đà Nẵng,Online,CHUYEN_KHOAN,HOAN_TAT,1,148200,107121,10
T0031416,2025-06-13,C00178,Gia dụng,Hải Phòng,Online,THE,HOAN_TAT,5,3920000,2565118,10
T0031417,2025-06-13,C00718,Sách,Hải Phòng,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,2,340000,222123,10
T0031418,2025-06-13,C00013,Điện tử,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,1176000,845351,10
T0031419,2025-06-13,C01602,Mỹ phẩm,TP HCM,Online,TIEN_MAT,HOAN_TAT,3,1482000,1070368,10
T0031420,2025-06-13,C04083,Mỹ phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,3,1644000,1187372,10
T0031421,2025-06-13,C00712,Thời trang,Hải Phòng,Online,THE,HOAN_TAT,1,734000,530706,11
T0031422,2025-06-13,C07347,Sách,Hà Nội,Online,THE,HOAN_TAT,4,554200,443339,11
T0031423,2025-06-13,C05379,Sách,TP HCM,Cửa hàng,THE,HOAN_TAT,2,302000,232952,11
T0031424,2025-06-13,C00089,Thực phẩm,Cần Thơ,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,188100,152150,11
T0031425,2025-06-13,C00120,Điện tử,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,1,1218000,772019,11
T0031426,2025-06-13,C00212,Điện tử,TP HCM,Online,CHUYEN_KHOAN,HOAN_TAT,1,972000,703514,11
T0031427,2025-06-13,C00050,Điện tử,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,1075000,819769,11
T0031429,2025-06-13,C00081,Điện tử,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,976650,644173,12
T0031430,2025-06-13,C02983,Thực phẩm,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,165300,129937,12
T0031431,2025-06-13,C02320,Gia dụng,Hải Phòng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,824400,595929,12
T0031432,2025-06-13,C07370,Sách,TP HCM,Cửa hàng,THE,HOAN_TAT,1,129600,89842,12
T0031433,2025-06-13,C02290,Điện tử,Hải Phòng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,1055000,850815,12
T0031434,2025-06-13,C00004,Thời trang,TP HCM,Cửa hàng,THE,HOAN_TAT,4,2784000,1934069,12
T0031435,2025-06-13,C00032,Điện tử,Hải Phòng,Online,THE,HOAN_TAT,4,4372000,2680376,12
T0031436,2025-06-13,C06386,Thực phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,158100,110593,12
T0031437,2025-06-13,C00740,Gia dụng,Cần Thơ,Online,TIEN_MAT,HOAN_TAT,1,882000,670932,13
T0031438,2025-06-13,C00255,Thực phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,179000,111813,13
T0031439,2025-06-13,C07809,Điện tử,Hải Phòng,Cửa hàng,TIEN_MAT,HOAN_TAT,5,6120000,4600130,13
T0031440,2025-06-13,C00850,Thực phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,3,445500,358090,13
T0031441,2025-06-13,C03772,Thực phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,3,484500,409397,13
T0031442,2025-06-13,C04758,Sách,Hà Nội,Cửa hàng,THE,HOAN_TAT,5,707750,505361,13
T0031443,2025-06-13,C00032,Điện tử,TP HCM,Online,CHUYEN_KHOAN,HOAN_TAT,2,2057700,1377258,13
T0031444,2025-06-13,C05398,Điện tử,Đà Nẵng,Online,VI_DIEN_TU,HOAN_TAT,2,2268000,1371552,13
T0031445,2025-06-13,C01018,Mỹ phẩm,TP HCM,Online,KHONG_RO,HOAN_TAT,1,438000,316344,13
T0031446,2025-06-13,C00740,Thực phẩm,Cần Thơ,Cửa hàng,KHONG_RO,HOAN_TAT,3,473100,342020,14
T0031447,2025-06-13,C02047,Thời trang,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,783000,608338,14
T0031449,2025-06-13,C03793,Thực phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,172800,128608,14
T0031450,2025-06-13,C03689,Thực phẩm,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,191000,123156,14
T0031451,2025-06-13,C05544,Sách,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,2,292000,232912,14
T0031452,2025-06-13,C00417,Thực phẩm,Cần Thơ,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,155800,120876,14
T0031453,2025-06-13,C03530,Thời trang,Hà Nội,Online,THE,HOAN_TAT,3,2364000,1964633,15
T0031454,2025-06-13,C03943,Gia dụng,Hải Phòng,Online,THE,HOAN_TAT,3,2766000,1762191,15
T0031455,2025-06-13,C01044,Gia dụng,Đà Nẵng,Online,VI_DIEN_TU,HOAN_TAT,1,795000,647295,15
T0031456,2025-06-13,C00001,Gia dụng,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,4,2972000,2169879,15
T0031457,2025-06-13,C00805,Thực phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,2,408000,291730,15
T0031458,2025-06-13,C04305,Thực phẩm,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,5,1010000,612558,15
T0031459,2025-06-13,C03592,Thời trang,Cần Thơ,Online,THE,HOAN_TAT,1,754200,535935,15
T0031460,2025-06-13,C05662,Sách,Hà Nội,Online,CHUYEN_KHOAN,HOAN_TAT,5,607750,440256,16
T0031461,2025-06-13,C00400,Điện tử,Đà Nẵng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,2,2178000,1840548,16
T0031462,2025-06-13,C00005,Sách,TP HCM,Online,TIEN_MAT,HOAN_TAT,1,131100,103083,16
T0031463,2025-06-13,C02527,Sách,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TAT,2,316000,212491,16
T0031464,2025-06-13,C06444,Thời trang,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,4,3416000,2740837,16
T0031465,2025-06-13,C02049,Thời trang,Cần Thơ,Online,CHUYEN_KHOAN,HOAN_TAT,1,633650,429650,16
T0031467,2025-06-13,C03763,Sách,TP HCM,Online,TIEN_MAT,HOAN_TAT,1,149000,106851,16
T0031468,2025-06-13,C01748,Thực phẩm,Đà Nẵng,Online,TIEN_MAT,HOAN_TAT,1,154000,103536,16
T0031469,2025-06-13,C00007,Thời trang,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,716000,565042,16
T0031470,2025-06-13,C04822,Thực phẩm,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,2,396000,332184,17
T0031471,2025-06-13,C02106,Điện tử,Cần Thơ,Online,CHUYEN_KHOAN,HOAN_TAT,4,4092000,2961706,17
T0031472,2025-06-13,C00323,Gia dụng,Hà Nội,Cửa hàng,THE,HOAN_TAT,4,3896000,2538996,17
T0031473,2025-06-13,C00624,Thực phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,3,555750,379267,17
T0031474,2025-06-13,C00024,Thực phẩm,Đà Nẵng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,141950,94348,17
T0031475,2025-06-13,C00088,Thực phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,1,136000,101336,18
T0031476,2025-06-13,C03560,Sách,TP HCM,Cửa hàng,THE,HOAN_TAT,2,274000,170268,18
T0031477,2025-06-13,C00241,Sách,Hải Phòng,Cửa hàng,THE,HOAN_TAT,1,163000,111242,18
T0031478,2025-06-13,C03878,Gia dụng,Hà Nội,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,3,2352000,1513072,18
T0031479,2025-06-13,C00308,Gia dụng,Đà Nẵng,Online,TIEN_MAT,HOAN_TAT,1,801000,484913,18
T0031480,2025-06-13,C00445,Thực phẩm,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,159000,100022,18
T0031481,2025-06-13,C01336,Thực phẩm,Hải Phòng,Online,THE,HOAN_TAT,1,180500,124306,18
T0031482,2025-06-13,C02611,Mỹ phẩm,Hà Nội,Cửa hàng,THE,HOAN_TAT,1,475000,345048,18
T0031483,2025-06-13,C01759,Thực phẩm,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,5,912000,758450,19
T0031484,2025-06-13,C00665,Gia dụng,Hải Phòng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,810000,536183,19
T0031485,2025-06-13,C02348,Điện tử,Hà Nội,Cửa hàng,THE,HOAN_TAT,2,2450000,1729586,19
T0031486,2025-06-13,C00715,Thời trang,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,700150,484197,19
T0031487,2025-06-13,C03557,Gia dụng,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TAT,2,1744000,1233527,19
T0031488,2025-06-13,C03321,Gia dụng,Đà Nẵng,Online,THE,HOAN_TAT,2,1603600,1153280,19
T0031489,2025-06-13,C00021,Gia dụng,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,658800,524567,20
T0031490,2025-06-13,C01328,Thời trang,Hà Nội,Online,THE,HOAN_TAT,5,3158750,2283881,20
T0031491,2025-06-13,C00008,Thời trang,Cần Thơ,Online,TIEN_MAT,HOAN_TAT,2,1308600,904187,20
T0031492,2025-06-13,C00552,Điện tử,Hà Nội,Cửa hàng,THE,HOAN_TAT,1,940000,747169,20
T0031493,2025-06-13,C00277,Thời trang,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TAT,1,858000,718957,20
T0031494,2025-06-13,C02870,Thực phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,2,324700,249128,20
T0031495,2025-06-13,C00006,Sách,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,159000,115180,20
T0031496,2025-06-13,C01938,Điện tử,Đà Nẵng,Cửa hàng,TIEN_MAT,HOAN_TAT,5,4536250,3573702,20
T0031497,2025-06-13,C05405,Gia dụng,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,1,911000,584582,20
T0031498,2025-06-13,C05104,Sách,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,1,143000,113367,20
T0031499,2025-06-13,C00063,Thực phẩm,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,188000,113985,21
T0031500,2025-06-13,C00647,Mỹ phẩm,Hà Nội,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,411400,313166,21
T0031501,2025-06-13,C00282,Thời trang,TP HCM,Online,TIEN_MAT,HOAN_TAT,1,617100,482322,21
T0031502,2025-06-13,C00377,Điện tử,Cần Thơ,Online,CHUYEN_KHOAN,HOAN_TAT,4,5032000,3642059,21
T0031503,2025-06-13,C00085,Thực phẩm,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,186200,146498,21
T0031504,2025-06-13,C04334,Gia dụng,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,2,1658000,1195726,21
T0031505,2025-06-13,C07493,Thời trang,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TAT,1,795150,624745,21
T0031506,2025-06-13,C00008,Điện tử,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,1059000,667879,21
T0031507,2025-06-13,C00311,Sách,Hải Phòng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,134000,92672,21
T0031508,2025-06-13,C03315,Thời trang,Cần Thơ,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,676000,559295,21
T0031509,2025-06-13,C04711,Thực phẩm,TP HCM,Online,TIEN_MAT,HOAN_TAT,2,358000,245224,22
T0031510,2025-06-13,C01937,Thực phẩm,Đà Nẵng,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,2,330000,234348,22
T0031511,2025-06-13,C05460,Mỹ phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,1,405000,292510,22
T0031512,2025-06-13,C03784,Sách,Cần Thơ,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,148000,97088,22
T0031513,2025-06-13,C00567,Mỹ phẩm,Đà Nẵng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,396150,280120,22
T0031514,2025-06-13,C00014,Sách,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,129200,78505,22
T0031515,2025-06-13,C00581,Thực phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,165300,119085,22
T0031516,2025-06-13,C00596,Điện tử,TP HCM,Online,THE,HOAN_TAT,1,1051000,866178,22
T0031517,2025-06-13,C05670,Gia dụng,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,2,1378800,994371,22
T0031518,2025-06-13,C06746,Mỹ phẩm,TP HCM,Online,CHUYEN_KHOAN,HOAN_TAT,1,515850,314589,23
T0031519,2025-06-13,C00180,Mỹ phẩm,Đà Nẵng,Online,VI_DIEN_TU,HOAN_TAT,3,1251000,986813,23
T0031520,2025-06-13,C01313,Gia dụng,TP HCM,Cửa hàng,THE,HOAN_TAT,1,920000,772957,23
T0031521,2025-06-13,C00610,Gia dụng,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,1,917000,710232,23
T0031522,2025-06-13,C02358,Thời trang,Cần Thơ,Online,VI_DIEN_TU,HOAN_TAT,4,3232000,1974287,23
T0031523,2025-06-13,C07011,Thực phẩm,Hải Phòng,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,3,490200,387375,23
T0031524,2025-06-13,C00786,Thực phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,1,195000,134742,23
T0031525,2025-06-13,C01422,Mỹ phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,418200,302991,23
T0031526,2025-06-14,C01537,Thực phẩm,Đà Nẵng,Online,VI_DIEN_TU,HOAN_TAT,1,154850,115786,0
T0031527,2025-06-14,C00012,Thực phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,4,732000,549235,0
T0031528,2025-06-14,C01420,Thời trang,Đà Nẵng,Online,CHUYEN_KHOAN,HOAN_TAT,1,731000,528537,0
T0031529,2025-06-14,C03409,Thực phẩm,Cần Thơ,Online,TIEN_MAT,HOAN_TAT,2,374000,287156,0
T0031530,2025-06-14,C02491,Thực phẩm,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,2,376000,229349,0
T0031531,2025-06-14,C04167,Thời trang,TP HCM,Online,THE,HOAN_TAT,4,3084000,2269169,0
T0031532,2025-06-14,C01622,Mỹ phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,477850,288154,0
T0031533,2025-06-14,C01166,Mỹ phẩm,Hải Phòng,Online,VI_DIEN_TU,HOAN_TAT,5,2185000,1505340,0
T0031534,2025-06-14,C04796,Thời trang,TP HCM,Online,THE,HOAN_TAT,1,781000,649724,0
T0031535,2025-06-14,C06498,Gia dụng,Hải Phòng,Online,THE,HOAN_TRA,1,906000,653395,1
T0031536,2025-06-14,C00156,Sách,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,166000,124116,1
T0031571,2025-06-14,C00090,Gia dụng,Hải Phòng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,11238456,7866919,1
T0031537,2025-06-14,C01129,Thời trang,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,756000,518851,1
