transaction_id,ts,store_id,city,category,product,quantity,unit_price,payment_method,customer_id
T0117151,2025-04-06 21:18:25,S01,Hà Nội,Thực phẩm,Sữa tươi thùng,1,343000,TIEN_MAT,C11713
T0117152,2025-04-06 21:19:47,S06,TP HCM,Gia dụng,Nồi cơm điện,1,1254000,VI_DIEN_TU,C00743
T0117153,2025-04-06 21:20:16,S06,TP HCM,Thực phẩm,Sữa tươi thùng,1,334000,VI_DIEN_TU,C04782
T0117154,2025-04-06 21:21:38,S07,TP HCM,Sách,Sách kỹ năng,1,119000,TIEN_MAT,C02920
T0117155,2025-04-06 21:22:09,S09,Cần Thơ,Thực phẩm,Dầu ăn 1L,2,62000,VI_DIEN_TU,C04836
T0117156,2025-04-06 21:22:11,S08,TP HCM,Thời trang,Quần jeans,1,719000,TIEN_MAT,C13351
T0117157,2025-04-06 21:22:19,S02,Hà Nội,Điện tử,Bàn phím cơ,1,1389000,TIEN_MAT,C12919
T0117158,2025-04-06 21:23:36,S05,Huế,Gia dụng,Quạt điều hòa,1,2181000,TIEN_MAT,C22442
T0117159,2025-04-06 21:25:20,S10,Bình Dương,Thời trang,Túi xách,1,1428000,TIEN_MAT,C05718
T0117160,2025-04-06 21:27:34,S03,Hải Phòng,Mỹ phẩm,Sữa rửa mặt,2,237000,VI_DIEN_TU,C14124
T0117161,2025-04-06 21:29:17,S04,Đà Nẵng,Gia dụng,Ấm siêu tốc,1,400000,CHUYEN_KHOAN,C10307
T0117162,2025-04-06 21:29:49,S06,TP HCM,Thực phẩm,Cà phê rang xay,1,165000,TIEN_MAT,C07973
T0117163,2025-04-06 21:31:56,S06,TP HCM,Thời trang,Túi xách,3,1515000,THE,C06855
T0117164,2025-04-06 21:33:37,S05,Huế,Thời trang,Áo sơ mi,1,451000,THE,C02260
T0117165,2025-04-06 21:35:36,S07,TP HCM,Thực phẩm,Dầu ăn 1L,2,60000,TIEN_MAT,C13182
T0117166,2025-04-06 21:36:41,S06,TP HCM,Thực phẩm,Dầu ăn 1L,3,59000,TIEN_MAT,C20863
T0117167,2025-04-06 21:38:02,S10,Bình Dương,Thực phẩm,Sữa tươi thùng,1,336000,THE,C13734
T0117168,2025-04-06 21:39:10,S01,Hà Nội,Mỹ phẩm,Sữa rửa mặt,2,226000,THE,C15980
T0117169,2025-04-06 21:40:43,S10,Bình Dương,Thực phẩm,Dầu ăn 1L,3,64000,TIEN_MAT,C14749
T0117170,2025-04-06 21:43:00,S07,TP HCM,Điện tử,Tai nghe không dây,3,882000,VI_DIEN_TU,C17328
T0117171,2025-04-06 21:44:17,S07,TP HCM,Gia dụng,Ấm siêu tốc,1,379000,THE,C01548
T0117172,2025-04-06 21:44:42,S05,Huế,Thực phẩm,Gạo ST25 5kg,3,176000,TIEN_MAT,C18481
T0117173,2025-04-06 21:45:20,S01,Hà Nội,Thời trang,Giày thể thao,1,1158000,TIEN_MAT,C21517
T0117174,2025-04-06 21:47:30,S02,Hà Nội,Gia dụng,Ấm siêu tốc,2,395000,THE,C24225
T0117175,2025-04-06 21:48:26,S01,Hà Nội,Mỹ phẩm,Kem chống nắng,1,387000,VI_DIEN_TU,C23498
T0117176,2025-04-06 21:49:03,S08,TP HCM,Mỹ phẩm,Sữa rửa mặt,1,237000,THE,C24797
T0117177,2025-04-06 21:50:22,S07,TP HCM,Mỹ phẩm,Serum dưỡng da,1,878000,THE,C14173
T0117178,2025-04-06 21:51:21,S03,Hải Phòng,Thực phẩm,Cà phê rang xay,1,150000,VI_DIEN_TU,C20422
T0117179,2025-04-06 21:52:16,S01,Hà Nội,Thực phẩm,Mì gói thùng,5,135000,TIEN_MAT,C08546
T0117180,2025-04-06 21:52:52,S08,TP HCM,Điện tử,Chuột quang,1,320000,CHUYEN_KHOAN,C01989
T0117181,2025-04-06 21:54:41,S01,Hà Nội,Điện tử,Bàn phím cơ,2,1530000,THE,C24608
T0117182,2025-04-06 21:55:36,S05,Huế,Mỹ phẩm,Nước hoa mini,1,708000,TIEN_MAT,C12317
T0117183,2025-04-06 21:56:53,S05,Huế,Thực phẩm,Mì gói thùng,1,125000,TIEN_MAT,C10492
T0117184,2025-04-06 21:57:23,S05,Huế,Sách,Truyện tranh,5,47000,THE,C07184
T0117185,2025-04-06 21:58:12,S04,Đà Nẵng,Thời trang,Túi xách,1,1557000,CHUYEN_KHOAN,C19381
T0117186,2025-04-06 21:58:29,S07,TP HCM,Thực phẩm,Sữa tươi thùng,1,358000,CHUYEN_KHOAN,C13907
T0117187,2025-04-06 21:59:36,S01,Hà Nội,Điện tử,Chuột quang,3,313000,TIEN_MAT,C11449
T0117188,2025-04-06 22:00:04,S06,TP HCM,Thực phẩm,Dầu ăn 1L,1,66000,TIEN_MAT,C23778
T0117189,2025-04-06 22:02:13,S09,Cần Thơ,Điện tử,Tai nghe không dây,1,819000,TIEN_MAT,C07939
T0117190,2025-04-06 22:03:59,S04,Đà Nẵng,Gia dụng,Ấm siêu tốc,1,417000,THE,C09497
T0117191,2025-04-06 22:04:31,S07,TP HCM,Sách,Truyện tranh,4,43000,VI_DIEN_TU,C15215
T0117192,2025-04-06 22:04:38,S02,Hà Nội,Thực phẩm,Dầu ăn 1L,1,64000,THE,C09634
T0117193,2025-04-06 22:05:17,S08,TP HCM,Thực phẩm,Dầu ăn 1L,1,60000,TIEN_MAT,C07856
T0117194,2025-04-06 22:07:16,S02,Hà Nội,Thời trang,Túi xách,1,1423000,TIEN_MAT,C09110
T0117195,2025-04-06 22:08:22,S05,Huế,Gia dụng,Bộ dao nhà bếp,5,437000,THE,C13567
T0117196,2025-04-06 22:09:36,S08,TP HCM,Thực phẩm,Dầu ăn 1L,1,65000,VI_DIEN_TU,C20709
T0117197,2025-04-06 22:10:19,S08,TP HCM,Sách,Truyện tranh,1,46000,CHUYEN_KHOAN,C06606
T0117198,2025-04-06 22:11:58,S03,Hải Phòng,Điện tử,Chuột quang,1,339000,VI_DIEN_TU,C24659
T0117199,2025-04-06 22:13:35,S04,Đà Nẵng,Gia dụng,Máy xay sinh tố,1,754000,THE,C04246
T0117200,2025-04-06 22:14:36,S09,Cần Thơ,Gia dụng,Máy xay sinh tố,1,802000,CHUYEN_KHOAN,C15809
T0117201,2025-04-06 22:14:45,S02,Hà Nội,Điện tử,Tai nghe không dây,1,951000,VI_DIEN_TU,C12056
T0117202,2025-04-06 22:15:43,S08,TP HCM,Gia dụng,Máy xay sinh tố,1,746000,THE,C13244
T0117203,2025-04-06 22:16:55,S07,TP HCM,Điện tử,Ổ cứng SSD 512GB,2,1220000,VI_DIEN_TU,C01740
T0117204,2025-04-06 22:18:27,S08,TP HCM,Sách,Từ điển,3,335000,VI_DIEN_TU,C08008
T0117205,2025-04-06 22:20:31,S07,TP HCM,Mỹ phẩm,Kem chống nắng,2,371000,VI_DIEN_TU,C15399
T0117206,2025-04-06 22:22:36,S08,TP HCM,Sách,Giáo trình đại học,1,218000,TIEN_MAT,C10730
T0117207,2025-04-06 22:23:33,S06,TP HCM,Thực phẩm,Dầu ăn 1L,2,57000,CHUYEN_KHOAN,C12561
T0117208,2025-04-06 22:25:18,S06,TP HCM,Thời trang,Áo sơ mi,2,389000,TIEN_MAT,C13687
T0117209,2025-04-06 22:26:51,S01,Hà Nội,Mỹ phẩm,Son môi,1,343000,VI_DIEN_TU,C01030
T0117210,2025-04-06 22:28:35,S06,TP HCM,Mỹ phẩm,Serum dưỡng da,1,810000,TIEN_MAT,C08518
T0117211,2025-04-06 22:30:44,S04,Đà Nẵng,Thực phẩm,Cà phê rang xay,1,153000,CHUYEN_KHOAN,C12984
T0117212,2025-04-06 22:31:23,S06,TP HCM,Gia dụng,Quạt điều hòa,1,2198000,VI_DIEN_TU,C20557
T0117213,2025-04-06 22:31:40,S06,TP HCM,Thời trang,Túi xách,1,1622000,VI_DIEN_TU,C01161
T0117214,2025-04-06 22:32:03,S01,Hà Nội,Sách,Truyện tranh,2,47000,TIEN_MAT,C24047
T0117215,2025-04-06 22:32:48,S05,Huế,Mỹ phẩm,Nước hoa mini,1,638000,TIEN_MAT,C14664
T0117216,2025-04-06 22:34:11,S08,TP HCM,Gia dụng,Ấm siêu tốc,1,416000,TIEN_MAT,C05047
T0117217,2025-04-06 22:36:30,S02,Hà Nội,Điện tử,Sạc dự phòng,2,537000,VI_DIEN_TU,C19981
T0117218,2025-04-06 22:37:56,S06,TP HCM,Điện tử,Sạc dự phòng,3,571000,VI_DIEN_TU,C05113
T0117219,2025-04-06 22:39:46,S01,Hà Nội,Mỹ phẩm,Kem chống nắng,5,362000,TIEN_MAT,C01955
T0117220,2025-04-06 22:41:10,S02,Hà Nội,Thực phẩm,Sữa tươi thùng,3,332000,TIEN_MAT,C15649
T0117221,2025-04-06 22:41:43,S06,TP HCM,Thực phẩm,Mì gói thùng,5,134000,THE,C14850
T0117222,2025-04-06 22:43:58,S06,TP HCM,Sách,Sách thiếu nhi,2,79000,THE,C17255
T0117223,2025-04-06 22:44:32,S02,Hà Nội,Thực phẩm,Gạo ST25 5kg,2,172000,THE,C01126
T0117224,2025-04-06 22:46:09,S06,TP HCM,Thời trang,Áo sơ mi,1,419000,CHUYEN_KHOAN,C10398
T0117225,2025-04-06 22:48:15,S07,TP HCM,Điện tử,Tai nghe không dây,1,857000,VI_DIEN_TU,C02321
T0117226,2025-04-06 22:49:51,S09,Cần Thơ,Thực phẩm,Dầu ăn 1L,1,59000,VI_DIEN_TU,C03107
T0117227,2025-04-06 22:51:15,S05,Huế,Điện tử,Chuột quang,4,329000,VI_DIEN_TU,C03546
T0117228,2025-04-06 22:52:29,S04,Đà Nẵng,Thời trang,Giày thể thao,3,1317000,VI_DIEN_TU,C23508
T0117229,2025-04-06 22:52:44,S03,Hải Phòng,Điện tử,Bàn phím cơ,2,1362000,THE,C20314
T0117230,2025-04-06 22:52:53,S06,TP HCM,Gia dụng,Bộ dao nhà bếp,1,466000,THE,C20397
T0117231,2025-04-06 22:54:34,S04,Đà Nẵng,Thực phẩm,Sữa tươi thùng,3,367000,VI_DIEN_TU,C24993
T0117232,2025-04-06 22:55:07,S02,Hà Nội,Sách,Giáo trình đại học,4,215000,THE,C09374
T0117233,2025-04-06 22:55:56,S07,TP HCM,Sách,Giáo trình đại học,5,195000,THE,C10367
T0117234,2025-04-06 22:58:01,S05,Huế,Gia dụng,Bộ dao nhà bếp,2,481000,TIEN_MAT,C09971
T0117235,2025-04-06 22:59:12,S06,TP HCM,Gia dụng,Quạt điều hòa,1,2171000,TIEN_MAT,C02933
T0117236,2025-04-06 23:00:43,S09,Cần Thơ,Sách,Sách thiếu nhi,2,73000,TIEN_MAT,C07629
T0117237,2025-04-06 23:02:20,S06,TP HCM,Thực phẩm,Gạo ST25 5kg,1,184000,TIEN_MAT,C22735
T0117238,2025-04-06 23:02:40,S02,Hà Nội,Điện tử,Tai nghe không dây,1,924000,VI_DIEN_TU,C00309
T0117239,2025-04-06 23:04:20,S06,TP HCM,Thực phẩm,Gạo ST25 5kg,1,198000,VI_DIEN_TU,C10406
T0117240,2025-04-06 23:05:28,S01,Hà Nội,Thực phẩm,Gạo ST25 5kg,1,188000,VI_DIEN_TU,C07554
T0117241,2025-04-06 23:07:12,S01,Hà Nội,Sách,Từ điển,1,343000,TIEN_MAT,C08049
T0117242,2025-04-06 23:07:57,S10,Bình Dương,Sách,Sách thiếu nhi,5,73000,TIEN_MAT,C23066
T0117243,2025-04-06 23:08:02,S02,Hà Nội,Mỹ phẩm,Nước hoa mini,1,698000,TIEN_MAT,C24186
T0117244,2025-04-06 23:09:24,S01,Hà Nội,Gia dụng,Máy xay sinh tố,1,764000,THE,C20393
T0117245,2025-04-06 23:11:08,S06,TP HCM,Gia dụng,Quạt điều hòa,3,2184000,VI_DIEN_TU,C13560
T0117246,2025-04-06 23:13:24,S09,Cần Thơ,Điện tử,Sạc dự phòng,1,511000,TIEN_MAT,C17141
T0117247,2025-04-06 23:15:25,S09,Cần Thơ,Thực phẩm,Sữa tươi thùng,1,319000,TIEN_MAT,C14573
T0117248,2025-04-06 23:16:02,S06,TP HCM,Gia dụng,Quạt điều hòa,1,2184000,CHUYEN_KHOAN,C03486
T0117249,2025-04-06 23:18:03,S07,TP HCM,Sách,Giáo trình đại học,1,202000,THE,C19340
T0117250,2025-04-06 23:19:51,S02,Hà Nội,Sách,Truyện tranh,2,41000,TIEN_MAT,C17885
T0117251,2025-04-06 23:21:55,S09,Cần Thơ,Thực phẩm,Cà phê rang xay,1,161000,THE,C10319
T0117252,2025-04-06 23:23:09,S01,Hà Nội,Sách,Sách kỹ năng,1,119000,CHUYEN_KHOAN,C14147
T0117253,2025-04-06 23:23:57,S01,Hà Nội,Sách,Truyện tranh,1,45000,THE,C07087
T0117254,2025-04-06 23:25:30,S08,TP HCM,Thực phẩm,Sữa tươi thùng,1,314000,CHUYEN_KHOAN,C23393
T0117255,2025-04-06 23:25:35,S07,TP HCM,Thực phẩm,Mì gói thùng,4,134000,TIEN_MAT,C04723
T0117256,2025-04-06 23:25:51,S07,TP HCM,Thời trang,Giày thể thao,1,1246000,THE,C23353
T0117257,2025-04-06 23:26:14,S07,TP HCM,Điện tử,Tai nghe không dây,1,891000,VI_DIEN_TU,C05804
T0117258,2025-04-06 23:26:24,S07,TP HCM,Gia dụng,Ấm siêu tốc,3,397000,VI_DIEN_TU,C06469
T0117259,2025-04-06 23:27:11,S05,Huế,Thời trang,Áo khoác gió,1,940000,TIEN_MAT,C14058
T0117260,2025-04-06 23:29:00,S08,TP HCM,Thực phẩm,Cà phê rang xay,1,154000,TIEN_MAT,C20070
T0117261,2025-04-06 23:31:17,S04,Đà Nẵng,Thực phẩm,Gạo ST25 5kg,1,175000,TIEN_MAT,C20631
T0117262,2025-04-06 23:31:54,S07,TP HCM,Gia dụng,Quạt điều hòa,2,2198000,CHUYEN_KHOAN,C08055
T0117263,2025-04-06 23:34:07,S01,Hà Nội,Sách,Sách thiếu nhi,4,72000,VI_DIEN_TU,C19718
T0117264,2025-04-06 23:35:57,S01,Hà Nội,Thời trang,Quần jeans,2,658000,THE,C08241
T0117265,2025-04-06 23:36:19,S06,TP HCM,Gia dụng,Quạt điều hòa,1,2280000,THE,C21079
T0117266,2025-04-06 23:37:56,S10,Bình Dương,Thời trang,Quần jeans,1,708000,TIEN_MAT,C21434
T0117267,2025-04-06 23:39:43,S02,Hà Nội,Gia dụng,Bộ dao nhà bếp,3,431000,THE,C07036
T0117268,2025-04-06 23:41:13,S08,TP HCM,Thời trang,Giày thể thao,1,1251000,THE,C04374
T0117269,2025-04-06 23:42:26,S07,TP HCM,Sách,Sách kỹ năng,1,129000,VI_DIEN_TU,C22745
T0117270,2025-04-06 23:44:28,S08,TP HCM,Gia dụng,Quạt điều hòa,2,2198000,TIEN_MAT,C07681
T0117271,2025-04-06 23:46:11,S01,Hà Nội,Điện tử,Chuột quang,1,310000,TIEN_MAT,C07190
T0117272,2025-04-06 23:48:30,S10,Bình Dương,Điện tử,Ổ cứng SSD 512GB,1,1239000,VI_DIEN_TU,C09836
T0117273,2025-04-06 23:50:09,S08,TP HCM,Thực phẩm,Sữa tươi thùng,1,346000,TIEN_MAT,C15884
T0117274,2025-04-06 23:50:43,S06,TP HCM,Gia dụng,Máy xay sinh tố,1,810000,TIEN_MAT,C12680
T0117275,2025-04-06 23:50:51,S06,TP HCM,Gia dụng,Nồi cơm điện,1,1142000,TIEN_MAT,C20969
T0117276,2025-04-06 23:51:55,S08,TP HCM,Sách,Truyện tranh,1,42000,TIEN_MAT,C14541
T0117277,2025-04-06 23:54:11,S03,Hải Phòng,Thực phẩm,Gạo ST25 5kg,3,178000,VI_DIEN_TU,C15958
T0117278,2025-04-06 23:54:14,S06,TP HCM,Sách,Sách thiếu nhi,2,70000,THE,C21628
T0117279,2025-04-06 23:55:40,S08,TP HCM,Điện tử,Ổ cứng SSD 512GB,1,1189000,CHUYEN_KHOAN,C06233
T0117280,2025-04-06 23:56:19,S10,Bình Dương,Thực phẩm,Mì gói thùng,1,128000,VI_DIEN_TU,C12270
T0117281,2025-04-06 23:57:12,S07,TP HCM,Điện tử,Chuột quang,4,310000,TIEN_MAT,C20838
T0117282,2025-04-06 23:57:50,S07,TP HCM,Thực phẩm,Mì gói thùng,1,126000,TIEN_MAT,C10932
T0117283,2025-04-06 23:59:45,S06,TP HCM,Thực phẩm,Sữa tươi thùng,4,321000,CHUYEN_KHOAN,C15530
T0117284,2025-04-07 00:00:13,S09,Cần Thơ,Thực phẩm,Cà phê rang xay,2,165000,THE,C05011
T0117285,2025-04-07 00:02:24,S04,Đà Nẵng,Gia dụng,Nồi cơm điện,3,1249000,THE,C15868
T0117286,2025-04-07 00:04:37,S02,Hà Nội,Mỹ phẩm,Kem chống nắng,1,398000,TIEN_MAT,C12712
T0117287,2025-04-07 00:05:51,S02,Hà Nội,Thực phẩm,Dầu ăn 1L,1,57000,VI_DIEN_TU,C18342
T0117288,2025-04-07 00:06:27,S06,TP HCM,Thực phẩm,Cà phê rang xay,1,161000,THE,C22042
T0117289,2025-04-07 00:08:47,S08,TP HCM,Thời trang,Túi xách,3,1583000,VI_DIEN_TU,C00493
T0117290,2025-04-07 00:10:56,S02,Hà Nội,Thực phẩm,Cà phê rang xay,3,153000,THE,C00530
T0117291,2025-04-07 00:11:05,S03,Hải Phòng,Thực phẩm,Gạo ST25 5kg,1,172000,THE,C24455
T0117292,2025-04-07 00:12:11,S08,TP HCM,Gia dụng,Bộ dao nhà bếp,1,473000,VI_DIEN_TU,C23758
T0117293,2025-04-07 00:13:12,S10,Bình Dương,Thời trang,Giày thể thao,1,1152000,VI_DIEN_TU,C22181
T0117294,2025-04-07 00:15:10,S06,TP HCM,Điện tử,Sạc dự phòng,1,512000,THE,C22323
T0117295,2025-04-07 00:16:44,S06,TP HCM,Gia dụng,Ấm siêu tốc,2,390000,VI_DIEN_TU,C20426
T0117296,2025-04-07 00:17:56,S09,Cần Thơ,Gia dụng,Bộ dao nhà bếp,1,427000,TIEN_MAT,C22052
T0117297,2025-04-07 00:17:57,S03,Hải Phòng,Thực phẩm,Cà phê rang xay,1,148000,VI_DIEN_TU,C12962
T0117298,2025-04-07 00:20:15,S02,Hà Nội,Điện tử,Tai nghe không dây,1,874000,THE,C16057
T0117299,2025-04-07 00:20:40,S02,Hà Nội,Thời trang,Giày thể thao,1,1308000,THE,C23317
T0117300,2025-04-07 00:21:43,S06,TP HCM,Thời trang,Quần jeans,2,635000,CHUYEN_KHOAN,C03822
T0117301,2025-04-07 00:24:02,S04,Đà Nẵng,Gia dụng,Quạt điều hòa,1,2431000,VI_DIEN_TU,C12666
T0117302,2025-04-07 00:24:35,S02,Hà Nội,Thời trang,Quần jeans,2,712000,THE,C06290
T0117303,2025-04-07 00:25:02,S06,TP HCM,Gia dụng,Ấm siêu tốc,2,410000,TIEN_MAT,C09030
T0117304,2025-04-07 00:25:53,S04,Đà Nẵng,Thực phẩm,Dầu ăn 1L,2,58000,THE,C07671
T0117305,2025-04-07 00:27:46,S08,TP HCM,Mỹ phẩm,Sữa rửa mặt,1,228000,CHUYEN_KHOAN,C24595
T0117306,2025-04-07 00:29:56,S06,TP HCM,Thời trang,Áo sơ mi,1,414000,THE,C01053
T0117307,2025-04-07 00:30:55,S09,Cần Thơ,Thực phẩm,Dầu ăn 1L,1,57000,VI_DIEN_TU,C01561
T0117308,2025-04-07 00:31:44,S07,TP HCM,Gia dụng,Nồi cơm điện,4,1163000,CHUYEN_KHOAN,C18089
T0117309,2025-04-07 00:31:58,S08,TP HCM,Gia dụng,Ấm siêu tốc,2,384000,THE,C13303
T0117310,2025-04-07 00:33:27,S03,Hải Phòng,Điện tử,Tai nghe không dây,1,960000,THE,C09282
T0117311,2025-04-07 00:34:32,S01,Hà Nội,Sách,Giáo trình đại học,1,224000,THE,C13030
T0117312,2025-04-07 00:36:02,S06,TP HCM,Gia dụng,Bộ dao nhà bếp,2,446000,THE,C03549
T0117313,2025-04-07 00:37:29,S07,TP HCM,Thời trang,Giày thể thao,1,1327000,THE,C21736
T0117314,2025-04-07 00:38:37,S07,TP HCM,Thời trang,Quần jeans,1,636000,VI_DIEN_TU,C22483
T0117315,2025-04-07 00:39:10,S02,Hà Nội,Thời trang,Áo khoác gió,2,929000,THE,C19350
T0117316,2025-04-07 00:40:03,S06,TP HCM,Gia dụng,Nồi cơm điện,1,1175000,TIEN_MAT,C19680
T0117317,2025-04-07 00:41:14,S09,Cần Thơ,Điện tử,Tai nghe không dây,5,900000,TIEN_MAT,C19839
T0117318,2025-04-07 00:42:50,S08,TP HCM,Gia dụng,Máy xay sinh tố,1,796000,TIEN_MAT,C09485
T0117319,2025-04-07 00:44:16,S09,Cần Thơ,Sách,Giáo trình đại học,2,218000,TIEN_MAT,C00795
T0117320,2025-04-07 00:45:23,S05,Huế,Sách,Sách thiếu nhi,4,72000,VI_DIEN_TU,C06503
T0117321,2025-04-07 00:47:34,S06,TP HCM,Gia dụng,Bộ dao nhà bếp,2,459000,THE,C08713
T0117322,2025-04-07 00:48:01,S06,TP HCM,Thực phẩm,Cà phê rang xay,1,153000,THE,C00732
T0117323,2025-04-07 00:50:14,S08,TP HCM,Gia dụng,Bộ dao nhà bếp,2,439000,THE,C18314
T0117324,2025-04-07 00:51:24,S06,TP HCM,Thực phẩm,Cà phê rang xay,4,157000,TIEN_MAT,C11192
T0117325,2025-04-07 00:53:18,S08,TP HCM,Thực phẩm,Gạo ST25 5kg,1,172000,THE,C04224
T0117326,2025-04-07 00:53:35,S10,Bình Dương,Mỹ phẩm,Nước hoa mini,1,708000,VI_DIEN_TU,C11469
T0117327,2025-04-07 00:54:09,S06,TP HCM,Thực phẩm,Gạo ST25 5kg,1,187000,THE,C01799
T0117328,2025-04-07 00:54:28,S03,Hải Phòng,Thực phẩm,Mì gói thùng,2,127000,CHUYEN_KHOAN,C02570
T0117329,2025-04-07 00:55:32,S09,Cần Thơ,Thực phẩm,Gạo ST25 5kg,1,182000,TIEN_MAT,C24421
T0117330,2025-04-07 00:57:32,S06,TP HCM,Sách,Từ điển,2,321000,TIEN_MAT,C01019
T0117331,2025-04-07 00:58:29,S02,Hà Nội,Điện tử,Ổ cứng SSD 512GB,1,1206000,TIEN_MAT,C08444
T0117332,2025-04-07 00:58:42,S07,TP HCM,Thời trang,Giày thể thao,1,1250000,TIEN_MAT,C14522
T0117333,2025-04-07 01:00:05,S05,Huế,Thực phẩm,Dầu ăn 1L,1,63000,VI_DIEN_TU,C11503
T0117334,2025-04-07 01:00:16,S06,TP HCM,Thực phẩm,Sữa tươi thùng,1,352000,THE,C03323
T0117335,2025-04-07 01:02:03,S04,Đà Nẵng,Thực phẩm,Cà phê rang xay,1,146000,CHUYEN_KHOAN,C24501
T0117336,2025-04-07 01:03:36,S07,TP HCM,Điện tử,Sạc dự phòng,1,533000,THE,C22610
T0117337,2025-04-07 01:04:53,S01,Hà Nội,Sách,Truyện tranh,2,48000,TIEN_MAT,C04050
T0117338,2025-04-07 01:05:43,S06,TP HCM,Sách,Từ điển,3,316000,CHUYEN_KHOAN,C14337
T0117339,2025-04-07 01:07:31,S08,TP HCM,Thực phẩm,Cà phê rang xay,1,157000,TIEN_MAT,C17926
T0117340,2025-04-07 01:08:57,S05,Huế,Mỹ phẩm,Nước hoa mini,1,663000,TIEN_MAT,C07670
T0117341,2025-04-07 01:10:31,S01,Hà Nội,Thực phẩm,Gạo ST25 5kg,1,186000,VI_DIEN_TU,C14358
T0117342,2025-04-07 01:12:33,S02,Hà Nội,Thực phẩm,Dầu ăn 1L,3,58000,THE,C01297
T0117343,2025-04-07 01:12:57,S01,Hà Nội,Thời trang,Quần jeans,1,676000,TIEN_MAT,C18410
T0117344,2025-04-07 01:14:38,S06,TP HCM,Mỹ phẩm,Nước hoa mini,3,665000,VI_DIEN_TU,C08865
T0117345,2025-04-07 01:14:53,S04,Đà Nẵng,Thời trang,Áo khoác gió,1,819000,THE,C06937
T0117346,2025-04-07 01:16:18,S01,Hà Nội,Điện tử,Sạc dự phòng,1,572000,THE,C01011
T0117347,2025-04-07 01:17:22,S09,Cần Thơ,Điện tử,Chuột quang,3,338000,THE,C11390
T0117348,2025-04-07 01:17:44,S04,Đà Nẵng,Thực phẩm,Gạo ST25 5kg,1,181000,VI_DIEN_TU,C20770
T0117349,2025-04-07 01:18:35,S08,TP HCM,Thời trang,Túi xách,1,1489000,VI_DIEN_TU,C14653
T0117350,2025-04-07 01:20:32,S06,TP HCM,Điện tử,Sạc dự phòng,1,582000,THE,C20078
T0117351,2025-04-07 01:22:21,S01,Hà Nội,Thực phẩm,Sữa tươi thùng,5,318000,THE,C23106
T0117352,2025-04-07 01:24:41,S07,TP HCM,Thực phẩm,Dầu ăn 1L,2,64000,THE,C22699
T0117353,2025-04-07 01:26:48,S04,Đà Nẵng,Điện tử,Sạc dự phòng,2,535000,VI_DIEN_TU,C03624
T0117354,2025-04-07 01:27:56,S01,Hà Nội,Thực phẩm,Gạo ST25 5kg,2,191000,TIEN_MAT,C10216
T0117355,2025-04-07 01:28:36,S09,Cần Thơ,Thực phẩm,Gạo ST25 5kg,2,179000,TIEN_MAT,C09926
T0117356,2025-04-07 01:29:08,S01,Hà Nội,Điện tử,Ổ cứng SSD 512GB,1,1297000,VI_DIEN_TU,C04158
T0117357,2025-04-07 01:31:09,S01,Hà Nội,Gia dụng,Ấm siêu tốc,1,395000,THE,C12525
T0117358,2025-04-07 01:32:23,S07,TP HCM,Điện tử,Ổ cứng SSD 512GB,3,1299000,THE,C24847
T0117359,2025-04-07 01:33:18,S06,TP HCM,Thực phẩm,Cà phê rang xay,4,151000,TIEN_MAT,C07601
T0117360,2025-04-07 01:34:46,S02,Hà Nội,Thực phẩm,Gạo ST25 5kg,1,198000,CHUYEN_KHOAN,C24864
T0117361,2025-04-07 01:35:31,S07,TP HCM,Gia dụng,Máy xay sinh tố,5,818000,CHUYEN_KHOAN,C11768
T0117362,2025-04-07 01:36:10,S04,Đà Nẵng,Gia dụng,Ấm siêu tốc,1,391000,THE,C07040
T0117363,2025-04-07 01:37:50,S01,Hà Nội,Thực phẩm,Dầu ăn 1L,4,63000,TIEN_MAT,C18250
T0117364,2025-04-07 01:38:41,S03,Hải Phòng,Thực phẩm,Gạo ST25 5kg,2,192000,VI_DIEN_TU,C02816
T0117365,2025-04-07 01:39:07,S03,Hải Phòng,Thực phẩm,Gạo ST25 5kg,1,175000,THE,C24721
T0117366,2025-04-07 01:40:18,S02,Hà Nội,Sách,Giáo trình đại học,4,199000,VI_DIEN_TU,C09520
T0117367,2025-04-07 01:41:09,S01,Hà Nội,Sách,Truyện tranh,1,46000,TIEN_MAT,C23115
T0117368,2025-04-07 01:41:42,S08,TP HCM,Điện tử,Ổ cứng SSD 512GB,1,1363000,VI_DIEN_TU,C12647
T0117369,2025-04-07 01:43:27,S03,Hải Phòng,Điện tử,Bàn phím cơ,1,1410000,THE,C06190
T0117370,2025-04-07 01:43:28,S05,Huế,Thời trang,Quần jeans,1,684000,THE,C16321
T0117371,2025-04-07 01:44:51,S02,Hà Nội,Thời trang,Quần jeans,2,722000,THE,C23901
T0117372,2025-04-07 01:44:54,S03,Hải Phòng,Điện tử,Sạc dự phòng,2,528000,TIEN_MAT,C18737
T0117373,2025-04-07 01:45:38,S06,TP HCM,Điện tử,Ổ cứng SSD 512GB,2,1195000,THE,C17337
T0117374,2025-04-07 01:46:12,S01,Hà Nội,Gia dụng,Máy xay sinh tố,2,793000,TIEN_MAT,C18713
T0117375,2025-04-07 01:48:04,S07,TP HCM,Gia dụng,Ấm siêu tốc,4,368000,TIEN_MAT,C02218
T0117376,2025-04-07 01:49:22,S08,TP HCM,Thực phẩm,Cà phê rang xay,1,144000,TIEN_MAT,C23331
