date,category,branch,channel,so_don,so_khach,doanh_thu,chi_phi
2025-06-16,Thực phẩm,Hải Phòng,Online,5,5,1151750.0,897566.0
2025-06-16,Thực phẩm,TP HCM,Cửa hàng,16,16,3493700.0,2522768.0
2025-06-16,Thực phẩm,TP HCM,Online,6,6,1353600.0,996920.0
2025-06-16,Thực phẩm,Đà Nẵng,Cửa hàng,3,3,848600.0,578941.0
2025-06-16,Thực phẩm,Đà Nẵng,Online,3,3,530900.0,382992.0
2025-06-16,Điện tử,Cần Thơ,Online,2,2,13082452.0,9386758.0
2025-06-16,Điện tử,Hà Nội,Cửa hàng,5,5,6818500.0,4829889.0
2025-06-16,Điện tử,Hà Nội,Online,5,5,10154700.0,7773191.0
2025-06-16,Điện tử,Hải Phòng,Cửa hàng,2,2,5199800.0,3470193.0
2025-06-16,Điện tử,Hải Phòng,Online,1,1,1187000.0,867304.0
2025-06-16,Điện tử,TP HCM,Cửa hàng,4,4,7003000.0,5036569.0
2025-06-16,Điện tử,TP HCM,Online,2,2,1948400.0,1326635.0
2025-06-16,Điện tử,Đà Nẵng,Cửa hàng,2,2,6646800.0,4979093.0
2025-06-16,Điện tử,Đà Nẵng,Online,2,2,3017450.0,2295775.0
2025-06-17,Gia dụng,Cần Thơ,Online,1,1,1642200.0,1304765.0
2025-06-17,Gia dụng,Hà Nội,Cửa hàng,5,5,4838800.0,3185059.0
2025-06-17,Gia dụng,Hà Nội,Online,7,7,10374350.0,7490809.0
2025-06-17,Gia dụng,Hải Phòng,Cửa hàng,3,3,5765100.0,4475151.0
2025-06-17,Gia dụng,TP HCM,Cửa hàng,6,6,8450100.0,6352902.0
2025-06-17,Gia dụng,TP HCM,Online,7,7,13931400.0,10345154.0
2025-06-17,Gia dụng,Đà Nẵng,Online,2,2,2936050.0,2117438.0
2025-06-17,Mỹ phẩm,Cần Thơ,Cửa hàng,1,1,380700.0,231029.0
2025-06-17,Mỹ phẩm,Cần Thơ,Online,1,1,420000.0,317786.0
2025-06-17,Mỹ phẩm,Hà Nội,Cửa hàng,3,3,1380000.0,1087901.0
2025-06-17,Mỹ phẩm,Hà Nội,Online,1,1,477900.0,313174.0
2025-06-17,Mỹ phẩm,Hải Phòng,Cửa hàng,1,1,1043100.0,754005.0
2025-06-17,Mỹ phẩm,Hải Phòng,Online,2,2,1417950.0,1009971.0
2025-06-17,Mỹ phẩm,TP HCM,Cửa hàng,3,3,5066000.0,3526533.0
2025-06-17,Mỹ phẩm,TP HCM,Online,1,1,1027900.0,715361.0
2025-06-17,Mỹ phẩm,Đà Nẵng,Online,4,4,4343800.0,3019847.0
2025-06-17,Sách,Cần Thơ,Online,2,2,770300.0,580925.0
2025-06-17,Sách,Hà Nội,Cửa hàng,3,3,967450.0,705968.0
2025-06-17,Sách,Hà Nội,Online,2,2,1005000.0,678256.0
2025-06-17,Sách,Hải Phòng,Cửa hàng,2,2,973000.0,811735.0
2025-06-17,Sách,Hải Phòng,Online,1,1,656000.0,531157.0
2025-06-17,Sách,TP HCM,Cửa hàng,5,5,1781750.0,1167336.0
2025-06-17,Sách,TP HCM,Online,4,4,875400.0,649284.0
2025-06-17,Sách,Đà Nẵng,Cửa hàng,3,3,797000.0,573869.0
2025-06-17,Sách,Đà Nẵng,Online,2,2,803000.0,583507.0
2025-06-17,Thời trang,Cần Thơ,Cửa hàng,1,1,694450.0,502346.0
2025-06-17,Thời trang,Cần Thơ,Online,3,3,4434700.0,3095847.0
2025-06-17,Thời trang,Hà Nội,Cửa hàng,7,7,8411700.0,6430968.0
2025-06-17,Thời trang,Hà Nội,Online,4,4,7026000.0,5208890.0
2025-06-17,Thời trang,Hải Phòng,Cửa hàng,4,4,5696000.0,4014190.0
2025-06-17,Thời trang,Hải Phòng,Online,1,1,1570000.0,942457.0
2025-06-17,Thời trang,TP HCM,Cửa hàng,6,6,5375300.0,3756051.0
2025-06-17,Thời trang,TP HCM,Online,4,4,4736550.0,3198704.0
2025-06-17,Thời trang,Đà Nẵng,Cửa hàng,2,2,1569000.0,1155338.0
2025-06-17,Thời trang,Đà Nẵng,Online,1,1,712000.0,579638.0
2025-06-17,Thực phẩm,Cần Thơ,Cửa hàng,1,1,176400.0,145687.0
2025-06-17,Thực phẩm,Cần Thơ,Online,3,3,874000.0,596988.0
2025-06-17,Thực phẩm,Hà Nội,Cửa hàng,7,7,2371350.0,1770150.0
2025-06-17,Thực phẩm,Hà Nội,Online,11,11,3607800.0,2507575.0
2025-06-17,Thực phẩm,Hải Phòng,Cửa hàng,3,3,732900.0,560883.0
2025-06-17,Thực phẩm,Hải Phòng,Online,4,4,720050.0,534648.0
2025-06-17,Thực phẩm,TP HCM,Cửa hàng,7,7,1665150.0,1266822.0
2025-06-17,Thực phẩm,TP HCM,Online,4,4,853550.0,572585.0
2025-06-17,Thực phẩm,Đà Nẵng,Cửa hàng,4,4,1536800.0,1065613.0
2025-06-17,Thực phẩm,Đà Nẵng,Online,2,2,788000.0,582123.0
2025-06-17,Điện tử,Cần Thơ,Cửa hàng,1,1,1047850.0,826656.0
2025-06-17,Điện tử,Cần Thơ,Online,3,3,5390200.0,3742240.0
2025-06-17,Điện tử,Hà Nội,Cửa hàng,7,7,19216100.0,13852426.0
2025-06-17,Điện tử,Hà Nội,Online,1,1,2053900.0,1274094.0
2025-06-17,Điện tử,Hải Phòng,Cửa hàng,2,2,3466000.0,2572580.0
2025-06-17,Điện tử,Hải Phòng,Online,1,1,1900000.0,1375181.0
2025-06-17,Điện tử,TP HCM,Cửa hàng,9,9,19747600.0,13622063.0
2025-06-17,Điện tử,TP HCM,Online,6,6,9918100.0,7244956.0
2025-06-17,Điện tử,Đà Nẵng,Cửa hàng,1,1,2294000.0,1505075.0
2025-06-17,Điện tử,Đà Nẵng,Online,3,3,4222500.0,3122141.0
2025-06-18,Gia dụng,Cần Thơ,Cửa hàng,1,1,657900.0,471251.0
2025-06-18,Gia dụng,Cần Thơ,Online,2,2,4535200.0,3006817.0
2025-06-18,Gia dụng,Hà Nội,Cửa hàng,6,6,6133550.0,4532720.0
2025-06-18,Gia dụng,Hà Nội,Online,2,2,1753750.0,1371131.0
2025-06-18,Gia dụng,Hải Phòng,Cửa hàng,4,4,18399658.0,12783387.0
2025-06-18,Gia dụng,TP HCM,Cửa hàng,4,4,6678600.0,5000737.0
2025-06-18,Gia dụng,TP HCM,Online,3,3,4243350.0,3370844.0
2025-06-18,Gia dụng,Đà Nẵng,Online,2,2,2255600.0,1372312.0
2025-06-18,Mỹ phẩm,Hà Nội,Cửa hàng,2,2,1398000.0,846369.0
2025-06-18,Mỹ phẩm,Hà Nội,Online,4,4,2446000.0,1673235.0
2025-06-18,Mỹ phẩm,Hải Phòng,Cửa hàng,2,2,924000.0,687797.0
2025-06-18,Mỹ phẩm,TP HCM,Cửa hàng,2,2,2111000.0,1384370.0
2025-06-18,Mỹ phẩm,TP HCM,Online,2,2,892000.0,579880.0
2025-06-18,Mỹ phẩm,Đà Nẵng,Online,1,1,487000.0,321699.0
2025-06-18,Sách,Cần Thơ,Online,4,4,1288600.0,1000605.0
2025-06-18,Sách,Hà Nội,Cửa hàng,3,3,397150.0,281596.0
2025-06-18,Sách,Hà Nội,Online,4,4,934450.0,684374.0
2025-06-18,Sách,Hải Phòng,Cửa hàng,2,2,296000.0,240899.0
2025-06-18,Sách,Hải Phòng,Online,2,2,574900.0,391971.0
2025-06-18,Sách,TP HCM,Cửa hàng,4,4,1311050.0,971256.0
2025-06-18,Sách,TP HCM,Online,2,2,707500.0,473737.0
2025-06-18,Sách,Đà Nẵng,Cửa hàng,3,3,790000.0,622428.0
2025-06-18,Thời trang,Cần Thơ,Cửa hàng,1,1,1608000.0,1083648.0
2025-06-18,Thời trang,Cần Thơ,Online,1,1,1604000.0,1159745.0
2025-06-18,Thời trang,Hà Nội,Cửa hàng,6,6,6774600.0,5113591.0
2025-06-18,Thời trang,Hà Nội,Online,4,4,2967950.0,2261918.0
2025-06-18,Thời trang,Hải Phòng,Cửa hàng,1,1,2523000.0,2060278.0
2025-06-18,Thời trang,Hải Phòng,Online,1,1,2271450.0,1893727.0
2025-06-18,Thời trang,TP HCM,Cửa hàng,5,5,4416950.0,3395339.0
2025-06-18,Thời trang,TP HCM,Online,5,5,6444250.0,4424599.0
2025-06-18,Thời trang,Đà Nẵng,Cửa hàng,3,3,13987554.0,9991627.0
2025-06-18,Thời trang,Đà Nẵng,Online,3,3,2250000.0,1691188.0
2025-06-18,Thực phẩm,Cần Thơ,Cửa hàng,2,2,392000.0,275966.0
2025-06-18,Thực phẩm,Cần Thơ,Online,1,1,152100.0,102103.0
2025-06-18,Thực phẩm,Hà Nội,Cửa hàng,12,12,7704564.0,5556650.0
2025-06-18,Thực phẩm,Hà Nội,Online,3,3,1301300.0,982360.0
2025-06-18,Thực phẩm,Hải Phòng,Cửa hàng,4,4,1212900.0,827601.0
2025-06-18,Thực phẩm,Hải Phòng,Online,5,5,1457750.0,1050601.0
2025-06-18,Thực phẩm,TP HCM,Cửa hàng,8,8,2225600.0,1629822.0
2025-06-18,Thực phẩm,TP HCM,Online,8,8,2613700.0,1992700.0
2025-06-18,Thực phẩm,Đà Nẵng,Cửa hàng,4,4,1264900.0,951455.0
2025-06-18,Thực phẩm,Đà Nẵng,Online,5,5,917700.0,654543.0
2025-06-18,Điện tử,Cần Thơ,Cửa hàng,2,2,6328000.0,4980820.0
2025-06-18,Điện tử,Cần Thơ,Online,2,2,2038000.0,1475063.0
2025-06-18,Điện tử,Hà Nội,Cửa hàng,4,4,6875850.0,5028843.0
2025-06-18,Điện tử,Hà Nội,Online,4,4,8326900.0,5759333.0
2025-06-18,Điện tử,Hải Phòng,Cửa hàng,3,3,4030000.0,2756891.0
2025-06-18,Điện tử,Hải Phòng,Online,2,2,2121000.0,1515737.0
2025-06-18,Điện tử,TP HCM,Cửa hàng,7,7,25287561.0,17482869.0
2025-06-18,Điện tử,TP HCM,Online,6,6,14729300.0,10390720.0
2025-06-18,Điện tử,Đà Nẵng,Cửa hàng,3,3,10498800.0,7440559.0
2025-06-18,Điện tử,Đà Nẵng,Online,2,2,2057800.0,1558759.0
2025-06-19,Gia dụng,Cần Thơ,Cửa hàng,1,1,1710000.0,1225309.0
2025-06-19,Gia dụng,Cần Thơ,Online,2,2,1620000.0,1192888.0
2025-06-19,Gia dụng,Hà Nội,Cửa hàng,6,6,7538800.0,5433098.0
2025-06-19,Gia dụng,Hà Nội,Online,2,2,1670200.0,1130231.0
2025-06-19,Gia dụng,Hải Phòng,Cửa hàng,1,1,957000.0,690175.0
2025-06-19,Gia dụng,TP HCM,Cửa hàng,8,8,8187000.0,5712835.0
2025-06-19,Gia dụng,TP HCM,Online,6,6,9032100.0,6350995.0
2025-06-19,Gia dụng,Đà Nẵng,Cửa hàng,2,2,2407100.0,1617922.0
2025-06-19,Mỹ phẩm,Cần Thơ,Online,1,1,1365000.0,854841.0
2025-06-19,Mỹ phẩm,Hà Nội,Cửa hàng,3,3,3052700.0,2154674.0
2025-06-19,Mỹ phẩm,Hà Nội,Online,1,1,1692000.0,1222040.0
2025-06-19,Mỹ phẩm,Hải Phòng,Cửa hàng,1,1,1078000.0,757760.0
2025-06-19,Mỹ phẩm,Hải Phòng,Online,1,1,1413600.0,1130846.0
2025-06-19,Mỹ phẩm,TP HCM,Cửa hàng,6,6,6507100.0,4711940.0
2025-06-19,Mỹ phẩm,TP HCM,Online,5,5,4451150.0,3224006.0
2025-06-19,Mỹ phẩm,Đà Nẵng,Online,1,1,1242000.0,1028867.0
2025-06-19,Sách,Cần Thơ,Online,4,4,1653450.0,1208275.0
2025-06-19,Sách,Hà Nội,Cửa hàng,4,4,1058000.0,838864.0
2025-06-19,Sách,Hà Nội,Online,1,1,163400.0,118367.0
2025-06-19,Sách,Hải Phòng,Cửa hàng,1,1,324000.0,272644.0
2025-06-19,Sách,Hải Phòng,Online,3,3,551350.0,377212.0
2025-06-19,Sách,TP HCM,Cửa hàng,3,3,569400.0,420355.0
2025-06-19,Sách,TP HCM,Online,3,3,998000.0,713311.0
2025-06-19,Sách,Đà Nẵng,Cửa hàng,1,1,269800.0,216813.0
2025-06-19,Sách,Đà Nẵng,Online,3,3,1340200.0,955585.0
2025-06-19,Thời trang,Cần Thơ,Cửa hàng,1,1,1383200.0,1111369.0
2025-06-19,Thời trang,Cần Thơ,Online,2,2,3334700.0,2206004.0
2025-06-19,Thời trang,Hà Nội,Cửa hàng,2,2,3004000.0,2262721.0
2025-06-19,Thời trang,Hà Nội,Online,5,5,7390900.0,5389400.0
2025-06-19,Thời trang,Hải Phòng,Cửa hàng,1,1,798000.0,617548.0
2025-06-19,Thời trang,Hải Phòng,Online,1,1,852000.0,694307.0
2025-06-19,Thời trang,TP HCM,Cửa hàng,3,3,4516400.0,3026378.0
2025-06-19,Thời trang,TP HCM,Online,5,5,5315250.0,3981423.0
2025-06-19,Thời trang,Đà Nẵng,Cửa hàng,2,2,1499700.0,967351.0
2025-06-19,Thời trang,Đà Nẵng,Online,2,2,2000400.0,1488899.0
2025-06-19,Thực phẩm,Cần Thơ,Cửa hàng,3,3,1170000.0,845563.0
2025-06-19,Thực phẩm,Cần Thơ,Online,2,2,800100.0,589985.0
2025-06-19,Thực phẩm,Hà Nội,Cửa hàng,11,11,4257500.0,3014681.0
2025-06-19,Thực phẩm,Hà Nội,Online,6,6,2056400.0,1513021.0
2025-06-19,Thực phẩm,Hải Phòng,Cửa hàng,1,1,180500.0,129403.0
2025-06-19,Thực phẩm,Hải Phòng,Online,4,4,1388100.0,951026.0
2025-06-19,Thực phẩm,TP HCM,Cửa hàng,10,10,3704050.0,2751986.0
2025-06-19,Thực phẩm,TP HCM,Online,11,11,3216950.0,2222521.0
2025-06-19,Thực phẩm,Đà Nẵng,Cửa hàng,3,3,711900.0,484915.0
2025-06-19,Thực phẩm,Đà Nẵng,Online,2,2,703800.0,471740.0
2025-06-19,Điện tử,Cần Thơ,Cửa hàng,2,2,3032000.0,2164543.0
2025-06-19,Điện tử,Cần Thơ,Online,2,2,6036000.0,3893780.0
2025-06-19,Điện tử,Hà Nội,Cửa hàng,6,6,12229300.0,8773083.0
2025-06-19,Điện tử,Hà Nội,Online,5,5,8593450.0,5899294.0
2025-06-19,Điện tử,Hải Phòng,Cửa hàng,4,4,6069300.0,4419287.0
2025-06-19,Điện tử,TP HCM,Cửa hàng,7,7,9488100.0,6817353.0
2025-06-19,Điện tử,TP HCM,Online,2,2,2360000.0,1708120.0
2025-06-19,Điện tử,Đà Nẵng,Cửa hàng,2,2,4918700.0,3268529.0
2025-06-19,Điện tử,Đà Nẵng,Online,2,2,4129750.0,3193131.0
2025-06-20,Gia dụng,Cần Thơ,Cửa hàng,1,1,848000.0,547264.0
2025-06-20,Gia dụng,Cần Thơ,Online,1,1,919600.0,721215.0
2025-06-20,Gia dụng,Hà Nội,Cửa hàng,5,5,4696200.0,3458253.0
2025-06-20,Gia dụng,Hà Nội,Online,4,4,7814700.0,5631918.0
2025-06-20,Gia dụng,Hải Phòng,Cửa hàng,1,1,2667000.0,2225641.0
2025-06-20,Gia dụng,TP HCM,Cửa hàng,9,9,12267250.0,9124978.0
2025-06-20,Gia dụng,TP HCM,Online,4,4,5383950.0,3577842.0
2025-06-20,Gia dụng,Đà Nẵng,Cửa hàng,2,2,3324700.0,2594890.0
2025-06-20,Gia dụng,Đà Nẵng,Online,3,3,5879750.0,4153729.0
2025-06-20,Mỹ phẩm,Cần Thơ,Online,2,2,1908000.0,1491712.0
2025-06-20,Mỹ phẩm,Hà Nội,Cửa hàng,4,4,2431900.0,1624553.0
2025-06-20,Mỹ phẩm,Hà Nội,Online,4,4,3290800.0,2529692.0
2025-06-20,Mỹ phẩm,Hải Phòng,Cửa hàng,1,1,1086000.0,855964.0
2025-06-20,Mỹ phẩm,Hải Phòng,Online,4,4,3462200.0,2533064.0
2025-06-20,Mỹ phẩm,TP HCM,Cửa hàng,6,6,10063462.0,7180076.0
2025-06-20,Mỹ phẩm,TP HCM,Online,7,7,5738850.0,3978066.0
2025-06-20,Mỹ phẩm,Đà Nẵng,Online,1,1,693600.0,577883.0
2025-06-20,Sách,Cần Thơ,Cửa hàng,2,2,416200.0,317784.0
2025-06-20,Sách,Cần Thơ,Online,3,3,984750.0,689737.0
2025-06-20,Sách,Hà Nội,Cửa hàng,5,5,1205600.0,807160.0
2025-06-20,Sách,Hà Nội,Online,1,1,166000.0,134170.0
2025-06-20,Sách,Hải Phòng,Cửa hàng,1,1,169000.0,104991.0
2025-06-20,Sách,Hải Phòng,Online,3,3,838000.0,593002.0
2025-06-20,Sách,TP HCM,Cửa hàng,3,3,1063800.0,688319.0
2025-06-20,Sách,TP HCM,Online,3,3,550000.0,426875.0
2025-06-20,Sách,Đà Nẵng,Cửa hàng,2,2,275650.0,188831.0
2025-06-20,Sách,Đà Nẵng,Online,2,2,321000.0,212033.0
2025-06-20,Thời trang,Cần Thơ,Cửa hàng,2,2,1426600.0,1031541.0
2025-06-20,Thời trang,Cần Thơ,Online,1,1,544850.0,374214.0
2025-06-20,Thời trang,Hà Nội,Cửa hàng,2,2,1329300.0,1016407.0
2025-06-20,Thời trang,Hải Phòng,Cửa hàng,2,2,1921900.0,1260972.0
2025-06-20,Thời trang,TP HCM,Cửa hàng,6,6,15631506.0,11225348.0
2025-06-20,Thời trang,TP HCM,Online,2,2,2122950.0,1478412.0
2025-06-20,Thời trang,Đà Nẵng,Cửa hàng,1,1,1706000.0,1118157.0
2025-06-20,Thời trang,Đà Nẵng,Online,1,1,2834800.0,1929266.0
2025-06-20,Thực phẩm,Cần Thơ,Cửa hàng,3,3,726800.0,506840.0
2025-06-20,Thực phẩm,Cần Thơ,Online,4,4,992000.0,743324.0
2025-06-20,Thực phẩm,Hà Nội,Cửa hàng,10,9,2718300.0,1931895.0
2025-06-20,Thực phẩm,Hà Nội,Online,6,6,2688400.0,1976841.0
2025-06-20,Thực phẩm,Hải Phòng,Cửa hàng,4,4,1033150.0,855087.0
2025-06-20,Thực phẩm,Hải Phòng,Online,2,2,855200.0,628631.0
2025-06-20,Thực phẩm,TP HCM,Cửa hàng,7,7,2495900.0,1647854.0
2025-06-20,Thực phẩm,TP HCM,Online,12,12,4858550.0,3474796.0
2025-06-20,Thực phẩm,Đà Nẵng,Cửa hàng,6,5,1669800.0,1211173.0
2025-06-20,Thực phẩm,Đà Nẵng,Online,2,2,511900.0,362872.0
2025-06-20,Điện tử,Cần Thơ,Cửa hàng,2,2,2957100.0,2256984.0
2025-06-20,Điện tử,Cần Thơ,Online,2,2,7022000.0,5082380.0
2025-06-20,Điện tử,Hà Nội,Cửa hàng,1,1,3211950.0,2688614.0
2025-06-20,Điện tử,Hà Nội,Online,5,5,5089850.0,3563469.0
2025-06-20,Điện tử,Hải Phòng,Cửa hàng,3,3,3096250.0,2279559.0
2025-06-20,Điện tử,Hải Phòng,Online,1,1,1006000.0,725347.0
2025-06-20,Điện tử,TP HCM,Cửa hàng,8,8,16253250.0,10941842.0
2025-06-20,Điện tử,TP HCM,Online,6,6,9475950.0,6971974.0
2025-06-20,Điện tử,Đà Nẵng,Cửa hàng,3,3,3124600.0,2519884.0
2025-06-20,Điện tử,Đà Nẵng,Online,6,6,9613900.0,7182399.0
2025-06-21,Gia dụng,Cần Thơ,Online,1,1,771400.0,628225.0
2025-06-21,Gia dụng,Hà Nội,Cửa hàng,6,6,9136850.0,6946786.0
2025-06-21,Gia dụng,Hà Nội,Online,3,3,2440000.0,1775696.0
2025-06-21,Gia dụng,Hải Phòng,Cửa hàng,2,2,2514000.0,1977916.0
2025-06-21,Gia dụng,Hải Phòng,Online,5,5,6899200.0,5011093.0
2025-06-21,Gia dụng,TP HCM,Cửa hàng,7,7,7847100.0,5745765.0
2025-06-21,Gia dụng,TP HCM,Online,5,5,18882941.0,12959984.0
2025-06-21,Gia dụng,Đà Nẵng,Cửa hàng,2,2,2137350.0,1447889.0
2025-06-21,Gia dụng,Đà Nẵng,Online,1,1,1616400.0,1075043.0
2025-06-21,Mỹ phẩm,Hà Nội,Cửa hàng,4,4,3305450.0,2422719.0
2025-06-21,Mỹ phẩm,Hà Nội,Online,2,2,933350.0,641200.0
2025-06-21,Mỹ phẩm,Hải Phòng,Cửa hàng,3,3,1662400.0,1166086.0
2025-06-21,Mỹ phẩm,TP HCM,Cửa hàng,3,3,5819600.0,4444759.0
2025-06-21,Mỹ phẩm,TP HCM,Online,1,1,484000.0,304102.0
2025-06-21,Mỹ phẩm,Đà Nẵng,Cửa hàng,1,1,1066000.0,670977.0
2025-06-21,Mỹ phẩm,Đà Nẵng,Online,1,1,433000.0,282140.0
2025-06-21,Sách,Cần Thơ,Cửa hàng,2,2,1026700.0,644866.0
2025-06-21,Sách,Cần Thơ,Online,2,2,385400.0,265180.0
2025-06-21,Sách,Hà Nội,Cửa hàng,1,1,158000.0,117212.0
2025-06-21,Sách,Hà Nội,Online,1,1,283100.0,201161.0
2025-06-21,Sách,Hải Phòng,Online,1,1,143000.0,98733.0
2025-06-21,Sách,TP HCM,Cửa hàng,4,4,1176000.0,886075.0
2025-06-21,Sách,TP HCM,Online,3,3,701100.0,574928.0
2025-06-21,Sách,Đà Nẵng,Cửa hàng,2,2,282950.0,214291.0
2025-06-21,Thời trang,Cần Thơ,Cửa hàng,5,5,3763950.0,2655679.0
2025-06-21,Thời trang,Cần Thơ,Online,1,1,657000.0,438172.0
2025-06-21,Thời trang,Hà Nội,Cửa hàng,8,8,6780900.0,4540829.0
2025-06-21,Thời trang,Hà Nội,Online,3,3,4233950.0,3345407.0
2025-06-21,Thời trang,Hải Phòng,Cửa hàng,3,3,6319000.0,4811987.0
2025-06-21,Thời trang,TP HCM,Cửa hàng,2,2,3950000.0,3068505.0
2025-06-21,Thời trang,TP HCM,Online,4,4,3987900.0,2966163.0
2025-06-21,Thời trang,Đà Nẵng,Cửa hàng,1,1,2612000.0,2001579.0
2025-06-21,Thực phẩm,Cần Thơ,Cửa hàng,4,4,1615550.0,1189238.0
2025-06-21,Thực phẩm,Cần Thơ,Online,5,5,1688400.0,1336081.0
2025-06-21,Thực phẩm,Hà Nội,Cửa hàng,9,9,3064850.0,2219079.0
2025-06-21,Thực phẩm,Hà Nội,Online,11,11,2891650.0,2044430.0
2025-06-21,Thực phẩm,Hải Phòng,Cửa hàng,3,3,1482400.0,1086925.0
2025-06-21,Thực phẩm,Hải Phòng,Online,3,3,1026700.0,758314.0
2025-06-21,Thực phẩm,TP HCM,Cửa hàng,15,15,7670713.0,5279756.0
2025-06-21,Thực phẩm,TP HCM,Online,9,9,2708100.0,1960241.0
2025-06-21,Thực phẩm,Đà Nẵng,Cửa hàng,3,3,861000.0,640595.0
2025-06-21,Thực phẩm,Đà Nẵng,Online,1,1,139500.0,100833.0
2025-06-21,Điện tử,Hà Nội,Cửa hàng,7,7,15437300.0,11547949.0
2025-06-21,Điện tử,Hà Nội,Online,3,3,7998800.0,6244309.0
2025-06-21,Điện tử,Hải Phòng,Cửa hàng,1,1,1180000.0,1002936.0
2025-06-21,Điện tử,Hải Phòng,Online,2,2,3193900.0,2540334.0
2025-06-21,Điện tử,TP HCM,Cửa hàng,5,5,13300800.0,8979318.0
2025-06-21,Điện tử,TP HCM,Online,6,6,9455800.0,7158580.0
2025-06-21,Điện tử,Đà Nẵng,Cửa hàng,1,1,1135800.0,822069.0
2025-06-21,Điện tử,Đà Nẵng,Online,1,1,1012700.0,677657.0
2025-06-22,Gia dụng,Cần Thơ,Online,1,1,1697400.0,1165543.0
2025-06-22,Gia dụng,Hà Nội,Cửa hàng,6,6,19992234.0,14649116.0
2025-06-22,Gia dụng,Hà Nội,Online,2,2,1656000.0,1253736.0
2025-06-22,Gia dụng,Hải Phòng,Cửa hàng,3,3,4085000.0,3074007.0
2025-06-22,Gia dụng,Hải Phòng,Online,2,2,1647000.0,1186265.0
2025-06-22,Gia dụng,TP HCM,Cửa hàng,5,5,14473885.0,10094035.0
2025-06-22,Gia dụng,TP HCM,Online,7,7,8161500.0,6226102.0
2025-06-22,Gia dụng,Đà Nẵng,Cửa hàng,1,1,1558800.0,937973.0
2025-06-22,Gia dụng,Đà Nẵng,Online,1,1,1696000.0,1269790.0
2025-06-22,Mỹ phẩm,Hà Nội,Cửa hàng,2,2,956000.0,715173.0
2025-06-22,Mỹ phẩm,Hà Nội,Online,4,4,3837850.0,2618065.0
2025-06-22,Mỹ phẩm,Hải Phòng,Cửa hàng,3,3,2298500.0,1769847.0
2025-06-22,Mỹ phẩm,Hải Phòng,Online,1,1,397800.0,297441.0
2025-06-22,Mỹ phẩm,TP HCM,Cửa hàng,1,1,1202700.0,971588.0
2025-06-22,Mỹ phẩm,TP HCM,Online,4,4,4361200.0,3344090.0
2025-06-22,Mỹ phẩm,Đà Nẵng,Cửa hàng,2,2,1218400.0,835312.0
2025-06-22,Mỹ phẩm,Đà Nẵng,Online,1,1,807500.0,650913.0
2025-06-22,Sách,Cần Thơ,Cửa hàng,3,3,421100.0,285326.0
2025-06-22,Sách,Cần Thơ,Online,1,1,770000.0,640945.0
2025-06-22,Sách,Hà Nội,Cửa hàng,2,2,584800.0,429794.0
2025-06-22,Sách,Hà Nội,Online,5,5,1299600.0,954212.0
2025-06-22,Sách,Hải Phòng,Cửa hàng,1,1,161000.0,116629.0
2025-06-22,Sách,Hải Phòng,Online,1,1,150300.0,123327.0
2025-06-22,Sách,TP HCM,Cửa hàng,5,5,1378400.0,1010845.0
2025-06-22,Sách,TP HCM,Online,4,4,1064000.0,706883.0
2025-06-22,Sách,Đà Nẵng,Cửa hàng,1,1,755000.0,573180.0
2025-06-22,Sách,Đà Nẵng,Online,3,3,417000.0,309006.0
2025-06-22,Thời trang,Cần Thơ,Cửa hàng,2,2,1426900.0,909237.0
2025-06-22,Thời trang,Cần Thơ,Online,1,1,670500.0,439698.0
2025-06-22,Thời trang,Hà Nội,Cửa hàng,2,2,3776700.0,2665564.0
2025-06-22,Thời trang,Hà Nội,Online,3,3,7151000.0,4952690.0
2025-06-22,Thời trang,Hải Phòng,Cửa hàng,5,5,7511850.0,5118674.0
2025-06-22,Thời trang,Hải Phòng,Online,3,3,4027750.0,2708081.0
2025-06-22,Thời trang,TP HCM,Cửa hàng,3,3,2168400.0,1570020.0
2025-06-22,Thời trang,TP HCM,Online,3,3,4427100.0,2903129.0
2025-06-22,Thời trang,Đà Nẵng,Cửa hàng,3,3,3561700.0,2610878.0
2025-06-22,Thời trang,Đà Nẵng,Online,1,1,1328000.0,835450.0
2025-06-22,Thực phẩm,Cần Thơ,Cửa hàng,2,2,1086200.0,756886.0
2025-06-22,Thực phẩm,Cần Thơ,Online,1,1,146300.0,114752.0
2025-06-22,Thực phẩm,Hà Nội,Cửa hàng,2,2,1186000.0,800206.0
2025-06-22,Thực phẩm,Hà Nội,Online,8,8,2089300.0,1551829.0
2025-06-22,Thực phẩm,Hải Phòng,Cửa hàng,4,4,814500.0,611589.0
2025-06-22,Thực phẩm,Hải Phòng,Online,4,4,1336200.0,950783.0
2025-06-22,Thực phẩm,TP HCM,Cửa hàng,20,20,4784150.0,3677732.0
2025-06-22,Thực phẩm,TP HCM,Online,8,8,5020809.0,3491215.0
2025-06-22,Thực phẩm,Đà Nẵng,Cửa hàng,3,3,1046900.0,821273.0
2025-06-22,Thực phẩm,Đà Nẵng,Online,3,3,903000.0,701358.0
2025-06-22,Điện tử,Cần Thơ,Cửa hàng,5,5,11064250.0,8575251.0
2025-06-22,Điện tử,Cần Thơ,Online,5,5,10210500.0,7176504.0
2025-06-22,Điện tử,Hà Nội,Cửa hàng,1,1,3756000.0,3081813.0
2025-06-22,Điện tử,Hà Nội,Online,5,5,11248000.0,8164049.0
